index,max_temp_scaled,weekly,items,daily,month_category_mean_sales_AMT,price,weekofyear,mcode,accumulated_exposure_time,sim_salesAMT_new,rain_per_hour,time_hour,plus_set,상품군,xgboost,lgbm,salesAMT,xg_mape,lg_mape
1477,14.92555657,-0.064480057,1,0.310867658,27110094.63,119000,3,100606,20,10005000,0,11,1,속옷,16633996,20442254.6,16578000,0.337772952,23.30953433
25037,10.37444343,-0.116415152,1,0.200755957,19774140.28,1184400,37,100533,60,30243466.67,0.1,18,0,주방,43013764,44934350.92,43162000,0.34344099,4.10627617
25967,0.674443434,0.285390468,4,0.336260727,19774140.28,218000,38,100837,20,17454523.81,0.2,16,0,주방,15148156,15937171.46,15096000,0.345495495,5.57214797
31054,13.92555657,-0.114400138,1,0.767861733,23444860.13,259000,46,100520,30,13167000,0,23,0,주방,47143236,36350374.24,46980000,0.347458493,22.62585304
19051,10.77444343,0.027469028,4,0.298553202,16994293.22,539000,28,100067,30,14559319.44,0,21,0,가전,7325405.5,9266992.646,7351000,0.348177119,26.06438099
20417,6.974443434,-0.084914322,1,0.319832723,42318185.29,38900,30,100167,60,49058817.31,20.7,16,1,농수축,58410350,54796804.17,58207000,0.349356607,5.858738353
32501,12.72555657,0.285390468,1,0.137442451,25249327.94,62000,48,100724,40,41176000,0,9,1,주방,55878390,55921746.42,56077000,0.354173725,0.276857853
23325,13.17444343,-0.166125508,1,-0.202145744,28591673,29000,35,100452,20,32694040,0,7,1,의류,21665562,20871418.91,21589000,0.354634305,3.323827353
24089,9.074443434,-0.068335996,1,0.41029763,42699481.74,55900,36,100010,60,30740666.67,0,17,0,농수축,64772340,68070819.9,65004000,0.356378069,4.717894132
23825,8.874443434,0.230003248,2,-0.156539629,17189035.5,49800,35,100164,20,18593909.09,0,7,1,잡화,5879070.5,7913312.617,5858000,0.359687607,35.08556874
34133,8.725556566,-0.068335996,1,0.387050417,45722596.33,47900,51,100511,60,8165625,0,18,0,농수축,45875976,51089017,45710000,0.363106541,11.76770291
9015,1.725556566,-0.084914322,1,0.41029763,40289713.45,49900,14,100642,40,39034965.52,0,17,1,농수축,41195564,38869014.75,41347000,0.366256318,5.993144006
18209,16.07444343,-0.060947394,1,0.313919836,24710796.2,59900,27,100444,20,47225185.19,0,9,1,속옷,31283688,29178522.2,31400000,0.370420382,7.074770067
26510,10.27444343,0.232652217,2,-0.227864517,19774140.28,59800,39,100656,60,11968000,0,7,1,주방,26105674,24152989.11,26009000,0.371694413,7.136033266
7353,4.325556566,-0.061928609,1,0.251596545,20765840.74,49000,12,100452,60,35072472.22,0,9,1,의류,40955572,38294130.71,41109000,0.373222409,6.847330985
32015,12.92555657,-0.062356211,1,0.767682884,51056658.68,39800,48,100074,40,43035875,0,21,1,이미용,95987690,100255921.5,96349000,0.375001297,4.054968385
28444,2.674443434,-0.052175291,1,0.312514536,18621258.55,89800,42,100051,20,31909333.33,0,19,0,생활용품,16520018,18556325.68,16458000,0.37682586,12.74957884
18101,8.474443434,-0.064480057,1,-0.443862404,24710796.2,79000,27,100599,55.16666667,54926333.33,0,25,1,속옷,15309026,18214123.86,15367000,0.377262966,18.52751912
11943,7.174443434,0.044565336,6,0.154155272,11490069.96,799000,18,100203,60,4838551.724,0,20,0,가구,4700780.5,4857036.483,4683000,0.379681828,3.716345998
7557,10.62555657,-0.13062792,1,0.006121088,35182800,39900,12,100211,30,17153000,0,12,0,이미용,30465344,27957322.25,30350000,0.380046129,7.883616978
4496,13.02555657,-0.11519291,2,-0.441693984,24368974.19,129000,8,100293,20,5773030.303,0,25,0,잡화,5234849.5,3675425.427,5214000,0.399875336,29.50852652
32619,16.12555657,-0.129815241,1,0.261774292,25249327.94,109800,49,100255,40,12514666.67,0,15,0,주방,47978960,42567974.74,47787000,0.401699207,10.92143316
2276,16.52555657,0.232652217,1,-0.022637898,17091819.78,56900,4,100180,20,9992666.667,0,8,1,주방,19742398,19404477.8,19823000,0.406608485,2.11129597
22063,9.574443434,0.0074426,6,0.699480095,14225585.64,599000,33,100500,60,8697473.684,12.3,22,0,가구,10424454,8901468.294,10382000,0.408919283,14.26056354
8154,4.325556566,-0.057391615,1,0.175723376,20765840.74,69900,13,100808,60,29345708.33,0,19,0,의류,44776356,47862356.08,44967000,0.42396424,6.438846444
1616,10.42555657,0.17401606,2,-0.4581107,30856301.2,238000,3,100738,20,8688352.941,0,6,0,생활용품,3285860.8,3143712.92,3300000,0.428460606,4.735972128
2210,16.32555657,-0.084914322,2,0.261640485,44839034.93,39900,4,100016,20,18758000,0,12,0,농수축,1703315.8,-112329.8484,1696000,0.431356132,106.6232222
28715,3.974443434,0.230003248,2,0.093837524,15427463.77,39800,42,100389,60,14506166.67,0,13,0,잡화,30559478,31199706.54,30694000,0.438268065,1.647574561
34509,17.42555657,0.180635192,1,0.692004755,45722596.33,29900,51,100637,60,28542333.33,0,21,0,농수축,75623384,78343642.54,75292000,0.440131754,4.053076738
6169,5.525556566,-0.102704378,1,-0.4581107,23764607.14,49800,10,100226,40,29521000,0,6,0,생활용품,21979704,22846301.87,21883000,0.441913814,4.402055809
20798,11.87444343,-0.090415159,2,0.298146126,19597057.04,119000,31,100097,60,21593000,0.8,17,0,주방,40096504,38566498.85,40275000,0.443193048,4.242088526
25324,11.57444343,-0.166125508,2,-0.004548191,20562719.3,59000,38,100406,40,19955941.18,0,18,0,의류,22491980,16830454.57,22593000,0.447129642,25.50588867
31373,6.225556566,-0.129815241,4,0.709121477,23444860.13,208000,47,100837,20,5165338.028,0,21,0,주방,12597942,11016546,12655000,0.450873173,12.94708812
26354,10.07444343,-0.114400138,2,0.137310171,19774140.28,59800,39,100656,60,11968000,0,12,1,주방,18163698,17656464.3,18246000,0.451068727,3.231040751
34298,15.82555657,-0.114400138,1,0.232774122,25249327.94,62000,51,100724,60,41176000,0,10,1,주방,65962880,68216276.28,66264000,0.454424725,2.946209519
8549,7.625556566,-0.041572171,1,0.122244288,25986252.87,89000,14,100305,30,66223208.33,0,15,0,속옷,27626164,28858801.99,27501000,0.455125268,4.937282245
33998,6.025556566,-0.205441576,1,0.250278191,31929115.38,59900,51,100558,20,30740666.67,0,8,0,건강기능,30064606,21498274.2,30204000,0.461508409,28.82308898
16293,9.474443434,0.047146549,4,0.432869159,14385833.72,509000,24,100067,45,11782571.43,0,22,0,가전,9892732,14039501.08,9847000,0.464425713,42.57643023
34349,15.82555657,0.030412354,2,0.59063555,31929115.38,75050,51,100654,60,20885916.67,0,19,0,건강기능,50926650,53703837.19,51168000,0.47168152,4.955904454
2808,16.12555657,-0.084914322,1,0.153863859,42765882.56,59900,5,100832,40,37816769.23,0,15,0,농수축,26204234,26768107.88,26330000,0.477652867,1.663911431
17411,12.27444343,-0.083072095,2,0.069650581,14283368.6,29800,26,100731,60,15101500,1.3,8,1,잡화,25743338,23881803.2,25620000,0.481412959,6.78453084
12487,2.374443434,-0.083795843,2,0.387050417,40215448.56,30900,19,100166,40,7898555.556,0,18,1,농수축,36285636,34917480.71,36463000,0.486421852,4.238596083
31353,6.225556566,-0.129815241,1,0.261774292,23444860.13,109800,47,100255,40,12514666.67,0,15,0,주방,52079212,49632275.26,51827000,0.486642098,4.234713062
6437,3.625556566,0.285390468,2,0.899418784,16204961.94,171000,10,100770,40,30061875,0,22,0,주방,43138668,44637008.44,43350000,0.48750173,2.968877609
20310,8.474443434,-0.083072095,3,0.17700632,15178712.42,58000,30,100489,40,14447555.56,5.1,14,0,잡화,14658462,13313894.96,14731000,0.492417351,9.619883539
34340,15.82555657,-0.104576464,1,0.319832723,45722596.33,30900,51,100253,40,33518000,0,16,0,농수축,51777116,58503497.96,51523000,0.493208858,13.54831427
15715,8.674443434,0.184625904,2,-0.104543221,24011919.64,79900,23,100130,60,17179571.43,0,24,0,의류,19138964,20356177.39,19235000,0.499277359,5.828840083
6544,11.02555657,-0.06717408,1,-0.202145744,20765840.74,39000,11,100783,40,13069333.33,0,7,0,의류,22015276,21965972.47,21905000,0.503428441,0.278349534
16497,8.274443434,0.247577794,1,0.387050417,46469437.19,59900,24,100849,20,50940720,0,18,0,농수축,50921070,49136605.55,51183000,0.511751949,3.998191694
8739,5.325556566,-0.072768893,2,-0.188410277,16938677.63,118000,14,100347,60,2448600,0,7,1,생활용품,31018648,31194550.03,31180000,0.517485568,0.04666463
29693,0.774443434,0.030412354,1,0.250278191,25279060.61,59900,44,100558,60,30740666.67,0,8,0,건강기능,34529164,33872311.69,34346000,0.533290631,1.379165877
19072,10.77444343,0.132887709,4,-0.070390972,17005410.45,450000,28,100182,40,2602000,0,24,0,생활용품,25392156,28936806.63,25529000,0.53603353,13.34876663
8799,5.325556566,-0.083385523,1,0.202477446,17244798.05,60900,14,100088,60,31927133.33,0,19,1,주방,49626492,51578718.12,49361000,0.537857823,4.492854926
15543,5.774443434,-0.107315549,4,0.272063351,14283368.6,138000,23,100188,20,9853285.714,12.1,10,0,잡화,4391757,5333671.291,4368000,0.543887363,22.10785922
20870,8.574443434,-0.046117263,1,0.275019579,15178712.42,29000,31,100021,60,6225416.667,26.3,15,0,잡화,56670500,55399560.19,56361000,0.549138589,1.70586009
34566,10.52555657,0.247577794,1,0.060075956,45722596.33,30900,51,100046,30,18059777.78,0,14,1,농수축,36993460,36221688,37198000,0.549868272,2.624635725
5112,8.725556566,-0.166125508,1,0.251596545,23619137.55,29900,9,100458,60,11500666.67,0,9,1,의류,23114680,24376546.62,23243000,0.552080196,4.876937644
33066,17.72555657,0.232652217,1,0.218500951,25249327.94,62000,49,100724,40,41176000,0,11,1,주방,63100696,58880453.7,62754000,0.552468369,6.172588682
24055,9.074443434,-0.068335996,2,0.242579205,42699481.74,38900,36,100545,60,20479515.15,0,10,0,농수축,49345828,49614805.98,49620000,0.552543329,0.010467601
34812,12.32555657,-0.083385523,4,-0.022637898,25249327.94,208000,52,100837,20,13984678.08,0,8,0,주방,17166850,12061192.98,17263000,0.556971558,30.1326943
31452,14.92555657,-0.090415159,4,0.336260727,23444860.13,168000,47,100448,60,10006881.36,0,16,0,주방,30817996,28405180.98,30645000,0.564516234,7.308921588
28321,1.874443434,-0.072768893,1,0.232579904,18621258.55,59800,42,100052,20,8344600,0,9,0,생활용품,22172884,23116723.84,22300000,0.570026906,3.662438724
22171,16.77444343,-0.046117263,1,-0.156539629,14093890.51,79000,33,100742,40,39742444.44,0,7,0,잡화,28643134,27294376.93,28810000,0.579194724,5.260753466
21148,17.07444343,0.184754912,1,0.162157238,27131316.13,69900,31,100440,20,19514000,3,13,1,속옷,29662826,31550597.1,29838000,0.587083585,5.739651128
15363,10.67444343,-0.083385523,1,0.261774292,21399872.43,109800,23,100255,20,12514666.67,0,15,0,주방,23831832,24136533.15,23973000,0.58886247,0.682155556
26822,9.274443434,-0.068335996,1,0.242579205,42026068.6,55900,40,100171,40,47462260.87,0,10,0,농수축,48126036,47724748.87,47843000,0.591593337,0.247164966
17329,10.57444343,-0.046117263,2,0.272063351,14283368.6,69000,26,100742,60,14296777.78,0,10,0,잡화,27931084,27449737.19,28098000,0.594049399,2.307149299
23578,11.27444343,-0.136017369,1,-0.51851627,25579259.26,54800,35,100399,40,6512222.222,0,25,0,이미용,10908654,12056987.51,10974000,0.595462001,9.868666966
32224,8.525556566,-0.104576464,1,0.261640485,44676813.81,55900,48,100010,60,30740666.67,0,12,0,농수축,45610060,45405379.39,45336000,0.604508558,0.153033769
22559,9.874443434,-0.009331447,6,0.536846909,14225585.64,949000,33,100203,60,15633679.25,0,23,0,가구,38263164,35934755.6,38497000,0.607413565,6.655698886
30543,1.725556566,0.231969029,2,0.096874234,30632972.7,79000,45,100584,20,12771222.22,0,8,0,의류,19937478,18542349.64,19817000,0.607952768,6.43210556
16167,9.874443434,-0.104576464,1,0.387050417,46469437.19,55900,24,100010,60,30740666.67,0,18,0,농수축,44804620,49512612.75,45079000,0.608664788,9.835206518
9754,0.525556566,-0.116415152,1,0.298146126,17244798.05,119000,15,100517,60,17930111.11,0,17,0,주방,46275332,43468774.8,45992000,0.616046269,5.486226297
23064,12.47444343,-0.060947394,1,-0.443862404,27131316.13,59900,34,100444,55.16666667,47225185.19,0,25,1,속옷,19635030,19012552.16,19514000,0.62022138,2.569682501
543,15.82555657,-0.129815241,4,0.218500951,17091819.78,218000,2,100765,60,7864153.846,0,11,0,주방,9193940,8174009.892,9252000,0.627539991,11.65142789
32070,5.225556566,-0.068335996,1,0.41029763,44676813.81,55900,48,100010,80,30740666.67,0,17,0,농수축,66939184,73571326.02,67369000,0.638002642,9.206498561
9057,6.725556566,0.232652217,1,-0.227864517,17244798.05,49800,14,100478,20,42517666.67,0.6,7,1,주방,27205670,24720531.32,27033000,0.638737839,8.554243645
11702,3.274443434,-0.083385523,4,0.298146126,18585525.42,168000,18,100448,60,10006881.36,0,17,0,주방,27228762,25831260.62,27404000,0.639461392,5.73908692
26738,10.97444343,-0.085322738,1,0.319832723,42699481.74,39900,40,100499,40,36863473.68,0,16,1,농수축,39178856,43143979.4,39433000,0.644495727,9.410847248
16302,9.474443434,0.184754912,1,-0.054534615,37108629.33,119000,24,100305,40,38620812.5,0,24,0,속옷,44538908,40096263.71,44829000,0.647107899,10.55730953
29533,1.325556566,-0.11519291,6,0.093837524,15427463.77,269000,44,100189,60,19586500,0.3,13,0,잡화,23793352,23199133.27,23639000,0.652954863,1.860767091
16764,6.474443434,-0.081570266,6,0.532461434,11758076.27,949000,25,100203,60,15633679.25,0.2,21,0,가구,25570740,24694280.87,25739000,0.653716151,4.058895555
1347,16.32555657,-0.01147721,4,0.333726762,16204862.75,1349000,3,100577,40,19491112.36,0,23,0,가전,41525540,37325316.9,41801000,0.65897945,10.7071197
9535,8.725556566,-0.083385523,1,0.336260727,17244798.05,60900,15,100088,40,31927133.33,1.9,16,1,주방,37565350,37520653.04,37815000,0.660187756,0.778386786
26744,10.97444343,-0.041572171,3,0.12774552,17447453.2,89000,40,100225,20,9287629.63,0,19,0,속옷,2120860.5,2864989.972,2135000,0.662271663,34.19156775
32783,14.72555657,-0.072768893,2,-0.44033495,16329733.46,28900,49,100320,37.16666667,18547400,0,25,1,생활용품,6602958.5,7047491.097,6647000,0.662577102,6.025140627
19350,9.874443434,-0.181430272,2,0.333279611,27792072.46,75050,29,100654,60,20885916.67,4.4,12,0,건강기능,41129650,42004681.22,41407000,0.669814283,1.443430377
14050,10.27444343,0.030412354,2,0.019091778,20496055.56,79000,21,100654,40,6116333.333,0,7,0,건강기능,13280182,12067792.26,13371000,0.679216214,9.746524132
30722,3.825556566,-0.166125508,2,0.211781816,30632972.7,77000,46,100129,40,13103000,0,10,0,의류,23166100,18793570.42,23325000,0.681243301,19.42735084
28102,4.874443434,0.128115419,2,0.334176845,26219862.2,119000,41,100099,60,15568027.03,0,23,1,속옷,55653220,54695943.88,55276000,0.682429988,1.049381506
34230,13.72555657,-0.083385523,1,0.200755957,25249327.94,99000,51,100673,60,17652969.7,0,18,0,주방,56199000,59669693.48,55815000,0.6879871,6.906196328
27089,8.374443434,-0.052175291,4,0.55730061,18621258.55,168000,40,100372,40,13900555.56,2,20,1,생활용품,10998254,13168410.02,10923000,0.688949922,20.5567154
18156,13.87444343,-0.064480057,1,0.12774552,24710796.2,39900,27,100281,50,18326577.64,0,19,1,속옷,23706526,21501532.7,23871000,0.689011772,9.926133381
