month,day,요일,hour,minute,노출(분),repeat,상품군,마더코드,상품코드,items,상품명,pay_type,판매단가,취급액/total,취급액,holiday
1,1,1,18,0,20,3,농수축,100435,201350,1,우리바다 손질왕꼬막 24팩,0,39900,0.239597492,59050000,0
1,1,1,18,20,20,3,농수축,100435,201350,1,우리바다 손질왕꼬막 24팩,0,39900,0.348692459,85937000,0
1,1,1,18,40,20,3,농수축,100435,201350,1,우리바다 손질왕꼬막 24팩,0,39900,0.411710048,101468000,0
1,1,1,19,0,20,3,속옷,100607,201892,1,푸마 에어핏 서포트 브라세트 15종+4종,0,119000,0.192151286,36620000,0
1,1,1,19,20,20,3,속옷,100607,201892,1,푸마 에어핏 서포트 브라세트 15종+4종,0,119000,0.363885843,69349000,0
1,1,1,19,40,20,3,속옷,100607,201892,1,푸마 에어핏 서포트 브라세트 15종+4종,0,119000,0.443962871,84610000,0
1,1,1,20,0,20,3,가전,100150,200533,2, LG 통돌이 세탁기,1,439000,0.221029509,35519000,0
1,1,1,20,0,20,3,가전,100150,200465,2, LG 통돌이 세탁기,2,489000,0.154372114,19123000,0
1,1,1,20,20,20,3,가전,100150,200533,2, LG 통돌이 세탁기,1,439000,0.353825188,56859000,0
1,1,1,20,20,20,3,가전,100150,200465,2, LG 통돌이 세탁기,2,489000,0.473739869,58685000,0
1,1,1,20,40,20,3,가전,100150,200533,2, LG 통돌이 세탁기,1,439000,0.425145304,68320000,0
1,1,1,20,40,20,3,가전,100150,200465,2, LG 통돌이 세탁기,2,489000,0.371888017,46068000,0
1,1,1,21,0,20,3,의류,100049,202044,1,마리노블 밍크 롱코트,0,499000,0.105755744,16362000,0
1,1,1,21,20,20,3,의류,100049,202044,1,마리노블 밍크 롱코트,0,499000,0.347677989,53791000,0
1,1,1,21,40,20,3,의류,100049,202044,1,마리노블 밍크 롱코트,0,499000,0.546566267,84562000,0
1,1,1,22,0,30,2,의류,100271,200896,1,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,0,299000,0.328642591,38067000,0
1,1,1,22,30,30,2,의류,100271,200896,1,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,0,299000,0.671357409,77764000,0
1,1,1,23,0,20,3,속옷,100718,202108,1,로베르타 디 까메리노 올레이스 지퍼브라팬티,0,89900,0.188310469,23075000,0
1,1,1,23,20,20,3,속옷,100718,202108,1,로베르타 디 까메리노 올레이스 지퍼브라팬티,0,89900,0.321959898,39452000,0
1,1,1,23,40,20,3,속옷,100718,202108,1,로베르타 디 까메리노 올레이스 지퍼브라팬티,0,89900,0.489729633,60010000,0
1,1,1,24,0,20,3,의류,100377,201225,2,그렉노먼 남성 캐시터치 터틀넥 4종,0,69900,0.176146895,6082000,0
1,1,1,24,0,20,3,의류,100377,201231,2,그렉노먼 여성 캐시터치 터틀넥 4종,0,69900,0.251984205,6445000,0
1,1,1,24,20,20,3,의류,100377,201225,2,그렉노먼 남성 캐시터치 터틀넥 4종,0,69900,0.347109592,11985000,0
1,1,1,24,20,20,3,의류,100377,201231,2,그렉노먼 여성 캐시터치 터틀넥 4종,0,69900,0.331977949,8491000,0
1,1,1,24,40,20,3,의류,100377,201225,2,그렉노먼 남성 캐시터치 터틀넥 4종,0,69900,0.476743513,16461000,0
1,1,1,24,40,20,3,의류,100377,201231,2,그렉노먼 여성 캐시터치 터틀넥 4종,0,69900,0.416037847,10641000,0
1,1,1,25,0,20,3,속옷,100193,200652,1,레이프릴 무빙 맥시풀커버 브라팬티,0,69900,0.21995987,9647000,0
1,1,1,25,20,20,3,속옷,100193,200652,1,레이프릴 무빙 맥시풀커버 브라팬티,0,69900,0.353778102,15516000,0
1,1,1,25,40,17,3,속옷,100193,200652,1,레이프릴 무빙 맥시풀커버 브라팬티,0,69900,0.426262027,18695000,0
1,2,2,6,0,20,3,생활용품,100229,200800,1,벨라홈 논슬립 옷걸이 세트,0,29800,0.272551857,9605000,0
1,2,2,6,20,20,3,생활용품,100229,200800,1,벨라홈 논슬립 옷걸이 세트,0,29800,0.319656082,11265000,0
1,2,2,6,40,20,3,생활용품,100229,200800,1,벨라홈 논슬립 옷걸이 세트,0,29800,0.40779206,14371000,0
1,2,2,7,0,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.210624234,14944000,0
1,2,2,7,20,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.364772871,25881000,0
1,2,2,7,40,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.424602895,30126000,0
1,2,2,8,0,20,3,속옷,100305,200974,1,오모떼 레이스 파운데이션 브라,0,59000,0.16753291,11314000,0
1,2,2,8,20,20,3,속옷,100305,200974,1,오모떼 레이스 파운데이션 브라,0,59000,0.316837694,21397000,0
1,2,2,8,40,20,3,속옷,100305,200974,1,오모떼 레이스 파운데이션 브라,0,59000,0.515629396,34822000,0
1,2,2,9,0,20,3,의류,100454,201409,1,NNF 쿠션퍼자켓+베스트,0,39900,0.170139545,12607000,0
1,2,2,9,20,20,3,의류,100454,201409,1,NNF 쿠션퍼자켓+베스트,0,39900,0.310966558,23042000,0
1,2,2,9,40,20,3,의류,100454,201409,1,NNF 쿠션퍼자켓+베스트,0,39900,0.518893897,38449000,0
1,2,2,10,0,20,3,주방,100448,202098,4, 쿠첸 풀스텐 압력밥솥 10인용 (A1),1,158000,0.091702559,7239000,0
1,2,2,10,0,20,3,주방,100448,202093,4, 쿠첸 풀스텐 압력밥솥 10인용(A1),2,168000,0.218583639,8951000,0
1,2,2,10,0,20,3,주방,100448,202100,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),1,148000,0.086272912,2118000,0
1,2,2,10,0,20,3,주방,100448,202095,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),2,158000,0.223142942,2262000,0
1,2,2,10,20,20,3,주방,100448,202098,4, 쿠첸 풀스텐 압력밥솥 10인용 (A1),1,158000,0.344856853,27223000,0
1,2,2,10,20,20,3,주방,100448,202093,4, 쿠첸 풀스텐 압력밥솥 10인용(A1),2,168000,0.319267399,13074000,0
1,2,2,10,20,20,3,주방,100448,202100,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),1,148000,0.383217923,9408000,0
1,2,2,10,20,20,3,주방,100448,202095,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),2,158000,0.444608859,4507000,0
1,2,2,10,40,20,3,주방,100448,202098,4, 쿠첸 풀스텐 압력밥솥 10인용 (A1),1,158000,0.563440588,44478000,0
1,2,2,10,40,20,3,주방,100448,202093,4, 쿠첸 풀스텐 압력밥솥 10인용(A1),2,168000,0.462148962,18925000,0
1,2,2,10,40,20,3,주방,100448,202100,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),1,148000,0.530509165,13024000,0
1,2,2,10,40,20,3,주방,100448,202095,4, 쿠첸 풀스텐 압력밥솥 6인용(A1),2,158000,0.3322482,3368000,0
1,2,2,11,0,30,2,의류,100271,200896,1,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,0,299000,0.309531486,29763000,0
1,2,2,11,30,30,2,의류,100271,200896,1,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,0,299000,0.690468514,66392000,0
1,2,2,12,0,20,3,주방,100765,202230,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,2,238000,0.189376054,10107000,0
1,2,2,12,0,20,3,주방,100765,202238,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,1,228000,0.054791214,2270000,0
1,2,2,12,0,20,3,주방,100765,202229,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,2,218000,0.079491342,1469000,0
1,2,2,12,0,20,3,주방,100765,202237,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,1,208000,0.238021238,2757000,0
1,2,2,12,20,20,3,주방,100765,202230,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,2,238000,0.333539442,17801000,0
1,2,2,12,20,20,3,주방,100765,202238,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,1,228000,0.427999035,17732000,0
1,2,2,12,20,20,3,주방,100765,202229,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,2,218000,0.575054113,10627000,0
1,2,2,12,20,20,3,주방,100765,202237,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,1,208000,0.408443408,4731000,0
1,2,2,12,40,20,3,주방,100765,202230,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,2,238000,0.477084504,25462000,0
1,2,2,12,40,20,3,주방,100765,202238,4, 린나이 간편쿡 자동불꽃조절 가스레인지 3구,1,228000,0.517209751,21428000,0
1,2,2,12,40,20,3,주방,100765,202229,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,2,218000,0.345454545,6384000,0
1,2,2,12,40,20,3,주방,100765,202237,4, 린나이 간편쿡 자동불꽃조절 가스레인지 2구,1,208000,0.353535354,4095000,0
1,2,2,13,0,20,3,농수축,100844,202491,1,하늘내린 용대리황태10미,0,32900,0.262060967,29599000,0
1,2,2,13,20,20,3,농수축,100844,202491,1,하늘내린 용대리황태10미,0,32900,0.361957378,40882000,0
1,2,2,13,40,20,3,농수축,100844,202491,1,하늘내린 용대리황태10미,0,32900,0.375981655,42466000,0
1,2,2,14,0,30,2,속옷,100305,200970,1,오모떼 360도 텐션업 레이스 패키지 시즌4,0,109000,0.33377123,28456000,0
1,2,2,14,30,30,2,속옷,100305,200970,1,오모떼 360도 텐션업 레이스 패키지 시즌4,0,109000,0.66622877,56800000,0
1,2,2,15,0,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.268808267,41722000,0
1,2,2,15,20,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.278118175,43167000,0
1,2,2,15,40,20,3,농수축,100253,200864,1,안동간고등어 20팩,0,30900,0.453073558,70322000,0
1,2,2,16,0,20,3,농수축,100722,202113,2,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",0,30900,0.24936775,11931000,0
1,2,2,16,0,20,3,농수축,100722,202112,2,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",0,30900,0.242369383,6694000,0
1,2,2,16,20,20,3,농수축,100722,202113,2,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",0,30900,0.354958721,16983000,0
1,2,2,16,20,20,3,농수축,100722,202112,2,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",0,30900,0.352800608,9744000,0
1,2,2,16,40,20,3,농수축,100722,202113,2,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",0,30900,0.395673529,18931000,0
1,2,2,16,40,20,3,농수축,100722,202112,2,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",0,30900,0.404830008,11181000,0
1,2,2,17,0,20,3,농수축,100801,202365,1,바다먹자 국내산 손질꽃게 7팩,0,59900,0.237357523,30903000,0
1,2,2,17,20,20,3,농수축,100801,202365,1,바다먹자 국내산 손질꽃게 7팩,0,59900,0.384466497,50056000,0
1,2,2,17,40,20,3,농수축,100801,202365,1,바다먹자 국내산 손질꽃게 7팩,0,59900,0.378175981,49237000,0
1,2,2,18,0,20,3,주방,100231,200819,1,키친플라워 대용량 디지털 에어프라이어 5L,0,89800,0.221883566,22422000,0
1,2,2,18,20,20,3,주방,100231,200819,1,키친플라워 대용량 디지털 에어프라이어 5L,0,89800,0.334646176,33817000,0
1,2,2,18,40,20,3,주방,100231,200819,1,키친플라워 대용량 디지털 에어프라이어 5L,0,89800,0.443470258,44814000,0
1,2,2,19,0,20,3,농수축,100491,201483,1,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,0,59900,0.202241507,25985000,0
1,2,2,19,20,20,3,농수축,100491,201483,1,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,0,59900,0.285223956,36647000,0
1,2,2,19,40,20,3,농수축,100491,201483,1,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,0,59900,0.512534537,65853000,0
1,2,2,20,0,20,3,속옷,100610,201901,3,푸마 코튼 라이크라 드로즈 12종,0,89000,0.163907299,18424000,0
1,2,2,20,0,20,3,속옷,100610,201862,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.070029871,422000,0
1,2,2,20,0,20,3,속옷,100610,201880,3,푸마 드라이셀라인 뉴 런닝 9종,0,89000,0.161570647,1506000,0
1,2,2,20,20,20,3,속옷,100610,201901,3,푸마 코튼 라이크라 드로즈 12종,0,89000,0.365606512,41096000,0
1,2,2,20,20,20,3,속옷,100610,201862,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.427314968,2575000,0
1,2,2,20,20,20,3,속옷,100610,201880,3,푸마 드라이셀라인 뉴 런닝 9종,0,89000,0.392661732,3660000,0
1,2,2,20,40,20,3,속옷,100610,201901,3,푸마 코튼 라이크라 드로즈 12종,0,89000,0.470486188,52885000,0
1,2,2,20,40,20,3,속옷,100610,201862,3,푸마 INNO 심리스 롱드로즈 7종,0,89000,0.502655161,3029000,0
1,2,2,20,40,20,3,속옷,100610,201880,3,푸마 드라이셀라인 뉴 런닝 9종,0,89000,0.445767621,4155000,0
1,2,2,21,0,20,3,가전,100155,200554,2, LG전자 매직스페이스 냉장고,1,1409000,0.235428924,14485000,0
1,2,2,21,0,20,3,가전,100155,200487,2, LG전자 매직스페이스 냉장고,2,1549000,0.250538241,11986000,0
1,2,2,21,20,20,3,가전,100155,200554,2, LG전자 매직스페이스 냉장고,1,1409000,0.411403309,25312000,0
1,2,2,21,20,20,3,가전,100155,200487,2, LG전자 매직스페이스 냉장고,2,1549000,0.249994774,11960000,0
1,2,2,21,40,20,3,가전,100155,200554,2, LG전자 매직스페이스 냉장고,1,1409000,0.353167766,21729000,0
1,2,2,21,40,20,3,가전,100155,200487,2, LG전자 매직스페이스 냉장고,2,1549000,0.499466984,23895000,0
1,2,2,22,0,20,3,가전,100148,200499,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.250967691,3177000,0
1,2,2,22,0,20,3,가전,100148,200432,6, LG 울트라HD TV 55UK6800HNC,2,1440000,9.50E-08,1,0
1,2,2,22,0,20,3,가전,100148,200508,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.16692277,13796000,0
1,2,2,22,0,20,3,가전,100148,200441,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.333344091,10329000,0
1,2,2,22,0,20,3,가전,100148,200518,6, LG 울트라HD TV 70UK7400KNA,1,2700000,0.333333333,1,0
1,2,2,22,0,20,3,가전,100148,200451,6, LG 울트라HD TV 70UK7400KNA,2,2990000,6.89E-08,1,0
1,2,2,22,20,20,3,가전,100148,200499,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.250967691,3177000,0
1,2,2,22,20,20,3,가전,100148,200432,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.336468991,3541000,0
1,2,2,22,20,20,3,가전,100148,200508,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.388667739,32123000,0
1,2,2,22,20,20,3,가전,100148,200441,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.167462725,5189000,0
1,2,2,22,20,20,3,가전,100148,200518,6, LG 울트라HD TV 70UK7400KNA,1,2700000,0.333333333,1,0
1,2,2,22,20,20,3,가전,100148,200451,6, LG 울트라HD TV 70UK7400KNA,2,2990000,6.89E-08,1,0
1,2,2,22,40,20,3,가전,100148,200499,6, LG 울트라HD TV 55UK6800HNC,1,1300000,0.498064618,6305000,0
1,2,2,22,40,20,3,가전,100148,200432,6, LG 울트라HD TV 55UK6800HNC,2,1440000,0.663530914,6983000,0
1,2,2,22,40,20,3,가전,100148,200508,6, LG 울트라HD TV 65UK6800HNC,1,1900000,0.444409491,36730000,0
1,2,2,22,40,20,3,가전,100148,200441,6, LG 울트라HD TV 65UK6800HNC,2,2130000,0.499193184,15468000,0
1,2,2,22,40,20,3,가전,100148,200518,6, LG 울트라HD TV 70UK7400KNA,1,2700000,0.333333333,1,0
1,2,2,22,40,20,3,가전,100148,200451,6, LG 울트라HD TV 70UK7400KNA,2,2990000,0.999999862,14523000,0
1,2,2,23,0,20,3,속옷,100664,202004,1,크로커다일 풀커버 레이스 브라팬티 4세트,0,79900,0.272572018,29048000,0
1,2,2,23,20,20,3,속옷,100664,202004,1,크로커다일 풀커버 레이스 브라팬티 4세트,0,79900,0.43374308,46224000,0
1,2,2,23,40,20,3,속옷,100664,202004,1,크로커다일 풀커버 레이스 브라팬티 4세트,0,79900,0.293684902,31298000,0
1,2,2,24,0,20,2,의류,100346,201072,2,테이트 남성 셀린니트3종,0,39900,0.411510387,7329000,0
1,2,2,24,0,20,2,의류,100346,201079,2,테이트 여성 셀린니트3종,0,39900,0.348568123,12050000,0
1,2,2,24,20,20,2,의류,100346,201072,2,테이트 남성 셀린니트3종,0,39900,0.588489613,10481000,0
1,2,2,24,20,20,2,의류,100346,201079,2,테이트 여성 셀린니트3종,0,39900,0.651431877,22520000,0
1,2,2,25,0,20,3,속옷,100613,201894,1,푸마 웜셀 기모 치마레깅스 3종,0,59000,0.237811807,13185000,0
1,2,2,25,20,20,3,속옷,100613,201894,1,푸마 웜셀 기모 치마레깅스 3종,0,59000,0.312897931,17348000,0
1,2,2,25,40,17,3,속옷,100613,201894,1,푸마 웜셀 기모 치마레깅스 3종,0,59000,0.449290262,24910000,0
1,3,3,6,0,20,3,잡화,100781,202292,2,에펨 여성 미들퍼부츠,0,39800,0.143241347,2450000,0
1,3,3,6,0,20,3,잡화,100781,202285,2,에펨 남성 미들퍼부츠,0,49800,0.208579765,2645000,0
1,3,3,6,20,20,3,잡화,100781,202292,2,에펨 여성 미들퍼부츠,0,39800,0.327934986,5609000,0
1,3,3,6,20,20,3,잡화,100781,202285,2,에펨 남성 미들퍼부츠,0,49800,0.305496412,3874000,0
1,3,3,6,40,20,3,잡화,100781,202292,2,에펨 여성 미들퍼부츠,0,39800,0.528823667,9045000,0
1,3,3,6,40,20,3,잡화,100781,202285,2,에펨 남성 미들퍼부츠,0,49800,0.485923823,6162000,0
1,3,3,7,0,20,3,농수축,100582,201788,1,천연담아 명품다시팩 100포,0,39900,0.248692747,20546000,0
1,3,3,7,20,20,3,농수축,100582,201788,1,천연담아 명품다시팩 100포,0,39900,0.32580856,26917000,0
1,3,3,7,40,20,3,농수축,100582,201788,1,천연담아 명품다시팩 100포,0,39900,0.425498693,35153000,0
1,3,3,8,0,20,3,이미용,100774,202261,1,엘렌실라 달팽이크림(콜라겐5+팩트3),0,79000,0.178252306,13665000,0
1,3,3,8,20,20,3,이미용,100774,202261,1,엘렌실라 달팽이크림(콜라겐5+팩트3),0,79000,0.349434523,26788000,0
1,3,3,8,40,20,3,이미용,100774,202261,1,엘렌실라 달팽이크림(콜라겐5+팩트3),0,79000,0.472313171,36208000,0
1,3,3,9,0,20,3,잡화,100600,201840,1,로베르타 디 까메리노 노벨라백 2종,0,39000,0.239124203,17518000,0
1,3,3,9,20,20,3,잡화,100600,201840,1,로베르타 디 까메리노 노벨라백 2종,0,39000,0.266015097,19488000,0
1,3,3,9,40,20,3,잡화,100600,201840,1,로베르타 디 까메리노 노벨라백 2종,0,39000,0.4948607,36253000,0
1,3,3,10,0,30,2,속옷,100305,200970,1,오모떼 360도 텐션업 레이스 패키지 시즌4,0,109000,0.318387219,32763000,0
1,3,3,10,30,30,2,속옷,100305,200970,1,오모떼 360도 텐션업 레이스 패키지 시즌4,0,109000,0.681612781,70140000,0
1,3,3,11,0,20,3,의류,100816,202404,1,보코 리버시블 무스탕,0,79000,0.197962,16785000,0
1,3,3,11,20,20,3,의류,100816,202404,1,보코 리버시블 무스탕,0,79000,0.382018894,32391000,0
1,3,3,11,40,20,3,의류,100816,202404,1,보코 리버시블 무스탕,0,79000,0.420019106,35613000,0
1,3,3,12,0,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.208756453,18481000,0
1,3,3,12,20,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.279896983,24779000,0
1,3,3,12,40,20,3,건강기능,100315,201002,1,(직매입) 종근당건강 아이클리어 루테인,0,69000,0.511346564,45269000,0
1,3,3,13,0,20,3,이미용,100074,200197,1,비버리힐스폴로클럽 남성기초세트(2018FW골드),0,39800,0.259355402,30273000,0
1,3,3,13,20,20,3,이미용,100074,200197,1,비버리힐스폴로클럽 남성기초세트(2018FW골드),0,39800,0.356987423,41669000,0
1,3,3,13,40,20,3,이미용,100074,200197,1,비버리힐스폴로클럽 남성기초세트(2018FW골드),0,39800,0.383657174,44782000,0
1,3,3,14,0,20,3,주방,100255,200868,1,한일 대용량 스텐 분쇄믹서기,0,109800,0.190288736,22816000,0
1,3,3,14,20,20,3,주방,100255,200868,1,한일 대용량 스텐 분쇄믹서기,0,109800,0.399884906,47947000,0
1,3,3,14,40,20,3,주방,100255,200868,1,한일 대용량 스텐 분쇄믹서기,0,109800,0.409826358,49139000,0
1,3,3,15,0,20,3,주방,100837,202455,4,(도냄) 쿠쿠전기밥솥 10인용,2,218000,0.215436756,13222000,0
1,3,3,15,0,20,3,주방,100837,202458,4,(도냄) 쿠쿠전기밥솥 10인용,1,208000,0.162898981,9656000,0
1,3,3,15,0,20,3,주방,100837,202456,4,(도냄) 쿠쿠전기밥솥 6인용,2,208000,0.113780025,1530000,0
1,3,3,15,0,20,3,주방,100837,202457,4,(도냄)  쿠쿠전기밥솥 6인용,1,198000,0.300274127,4272000,0
1,3,3,15,20,20,3,주방,100837,202455,4,(도냄) 쿠쿠전기밥솥 10인용,2,218000,0.51858309,31827000,0
1,3,3,15,20,20,3,주방,100837,202458,4,(도냄) 쿠쿠전기밥솥 10인용,1,208000,0.412241042,24436000,0
1,3,3,15,20,20,3,주방,100837,202456,4,(도냄) 쿠쿠전기밥솥 6인용,2,208000,0.388488139,5224000,0
1,3,3,15,20,20,3,주방,100837,202457,4,(도냄)  쿠쿠전기밥솥 6인용,1,198000,0.448372812,6379000,0
1,3,3,15,40,20,3,주방,100837,202455,4,(도냄) 쿠쿠전기밥솥 10인용,2,218000,0.265980154,16324000,0
1,3,3,15,40,20,3,주방,100837,202458,4,(도냄) 쿠쿠전기밥솥 10인용,1,208000,0.424859977,25184000,0
1,3,3,15,40,20,3,주방,100837,202456,4,(도냄) 쿠쿠전기밥솥 6인용,2,208000,0.497731836,6693000,0
1,3,3,15,40,20,3,주방,100837,202457,4,(도냄)  쿠쿠전기밥솥 6인용,1,198000,0.251353061,3576000,0
1,3,3,16,0,20,3,농수축,100832,202444,1,청정수산 완도활전복 35미,0,59900,0.198262567,26611000,0
1,3,3,16,20,20,3,농수축,100832,202444,1,청정수산 완도활전복 35미,0,59900,0.355808704,47757000,0
1,3,3,16,40,20,3,농수축,100832,202444,1,청정수산 완도활전복 35미,0,59900,0.445928729,59853000,0
