month,day,hour,minute,노출(분),상품코드,상품명,판매단가, 취급액 ,요일,상품군,마더코드,pay_type
1,2,22,40,20,200499, LG 울트라HD TV 55UK6800HNC,1300000,6305000,2,가전,100148,1
1,2,22,40,20,200432, LG 울트라HD TV 55UK6800HNC,1440000,6983000,2,가전,100148,2
1,2,22,40,20,200508, LG 울트라HD TV 65UK6800HNC,1900000,36730000,2,가전,100148,1
1,2,22,40,20,200441, LG 울트라HD TV 65UK6800HNC,2130000,15468000,2,가전,100148,2
1,2,22,40,20,200518, LG 울트라HD TV 70UK7400KNA,2700000,50000,2,가전,100148,1
1,2,22,40,20,200451, LG 울트라HD TV 70UK7400KNA,2990000,14523000,2,가전,100148,2
1,2,23,0,20,202004,크로커다일 풀커버 레이스 브라팬티 4세트,79900,29048000,2,속옷,100664,0
1,2,23,20,20,202004,크로커다일 풀커버 레이스 브라팬티 4세트,79900,46224000,2,속옷,100664,0
1,2,23,40,20,202004,크로커다일 풀커버 레이스 브라팬티 4세트,79900,31298000,2,속옷,100664,0
1,2,24,0,20,201072,테이트 남성 셀린니트3종,39900,7329000,2,의류,100346,0
1,2,24,0,20,201079,테이트 여성 셀린니트3종,39900,12050000,2,의류,100346,0
1,2,24,20,20,201072,테이트 남성 셀린니트3종,39900,10481000,2,의류,100346,0
1,2,24,20,20,201079,테이트 여성 셀린니트3종,39900,22520000,2,의류,100346,0
1,2,25,0,20,201894,푸마 웜셀 기모 치마레깅스 3종,59000,13185000,2,속옷,100613,0
1,2,25,20,20,201894,푸마 웜셀 기모 치마레깅스 3종,59000,17348000,2,속옷,100613,0
1,2,25,40,17,201894,푸마 웜셀 기모 치마레깅스 3종,59000,24910000,2,속옷,100613,0
1,3,6,0,20,202292,에펨 여성 미들퍼부츠,39800,2450000,3,잡화,100781,0
1,3,6,0,20,202285,에펨 남성 미들퍼부츠,49800,2645000,3,잡화,100781,0
1,3,6,20,20,202292,에펨 여성 미들퍼부츠,39800,5609000,3,잡화,100781,0
1,3,6,20,20,202285,에펨 남성 미들퍼부츠,49800,3874000,3,잡화,100781,0
1,3,6,40,20,202292,에펨 여성 미들퍼부츠,39800,9045000,3,잡화,100781,0
1,3,6,40,20,202285,에펨 남성 미들퍼부츠,49800,6162000,3,잡화,100781,0
1,3,7,0,20,201788,천연담아 명품다시팩 100포,39900,20546000,3,농수축,100582,0
1,3,7,20,20,201788,천연담아 명품다시팩 100포,39900,26917000,3,농수축,100582,0
1,3,7,40,20,201788,천연담아 명품다시팩 100포,39900,35153000,3,농수축,100582,0
1,3,8,0,20,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),79000,13665000,3,이미용,100774,0
1,3,8,20,20,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),79000,26788000,3,이미용,100774,0
1,3,8,40,20,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),79000,36208000,3,이미용,100774,0
1,3,9,0,20,201840,로베르타 디 까메리노 노벨라백 2종,39000,17518000,3,잡화,100600,0
1,3,9,20,20,201840,로베르타 디 까메리노 노벨라백 2종,39000,19488000,3,잡화,100600,0
1,3,9,40,20,201840,로베르타 디 까메리노 노벨라백 2종,39000,36253000,3,잡화,100600,0
1,3,10,0,30,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,109000,32763000,3,속옷,100305,0
1,3,10,30,30,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,109000,70140000,3,속옷,100305,0
1,3,11,0,20,202404,보코 리버시블 무스탕,79000,16785000,3,의류,100816,0
1,3,11,20,20,202404,보코 리버시블 무스탕,79000,32391000,3,의류,100816,0
1,3,11,40,20,202404,보코 리버시블 무스탕,79000,35613000,3,의류,100816,0
1,3,12,0,20,201002,(직매입) 종근당건강 아이클리어 루테인,69000,18481000,3,건강기능,100315,0
1,3,12,20,20,201002,(직매입) 종근당건강 아이클리어 루테인,69000,24779000,3,건강기능,100315,0
1,3,12,40,20,201002,(직매입) 종근당건강 아이클리어 루테인,69000,45269000,3,건강기능,100315,0
1,3,13,0,20,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,30273000,3,이미용,100074,0
1,3,13,20,20,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,41669000,3,이미용,100074,0
1,3,13,40,20,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),39800,44782000,3,이미용,100074,0
1,3,14,0,20,200868,한일 대용량 스텐 분쇄믹서기,109800,22816000,3,주방,100255,0
1,3,14,20,20,200868,한일 대용량 스텐 분쇄믹서기,109800,47947000,3,주방,100255,0
1,3,14,40,20,200868,한일 대용량 스텐 분쇄믹서기,109800,49139000,3,주방,100255,0
1,3,15,0,20,202455,(도냄) 쿠쿠전기밥솥 10인용,218000,13222000,3,주방,100837,2
1,3,15,0,20,202458,(도냄) 쿠쿠전기밥솥 10인용,208000,9656000,3,주방,100837,1
1,3,15,0,20,202456,(도냄) 쿠쿠전기밥솥 6인용,208000,1530000,3,주방,100837,2
1,3,15,0,20,202457,(도냄)  쿠쿠전기밥솥 6인용,198000,4272000,3,주방,100837,1
1,3,15,20,20,202455,(도냄) 쿠쿠전기밥솥 10인용,218000,31827000,3,주방,100837,2
1,3,15,20,20,202458,(도냄) 쿠쿠전기밥솥 10인용,208000,24436000,3,주방,100837,1
1,3,15,20,20,202456,(도냄) 쿠쿠전기밥솥 6인용,208000,5224000,3,주방,100837,2
1,3,15,20,20,202457,(도냄)  쿠쿠전기밥솥 6인용,198000,6379000,3,주방,100837,1
1,3,15,40,20,202455,(도냄) 쿠쿠전기밥솥 10인용,218000,16324000,3,주방,100837,2
1,3,15,40,20,202458,(도냄) 쿠쿠전기밥솥 10인용,208000,25184000,3,주방,100837,1
1,3,15,40,20,202456,(도냄) 쿠쿠전기밥솥 6인용,208000,6693000,3,주방,100837,2
1,3,15,40,20,202457,(도냄)  쿠쿠전기밥솥 6인용,198000,3576000,3,주방,100837,1
1,3,16,0,20,202444,청정수산 완도활전복 35미,59900,26611000,3,농수축,100832,0
1,3,16,20,20,202444,청정수산 완도활전복 35미,59900,47757000,3,농수축,100832,0
1,3,16,40,20,202444,청정수산 완도활전복 35미,59900,59853000,3,농수축,100832,0
1,3,17,0,20,201497,뽕셰프 이봉원 특갈비탕 12팩,60900,16350000,3,농수축,100496,0
1,3,17,20,20,201497,뽕셰프 이봉원 특갈비탕 12팩,60900,33015000,3,농수축,100496,0
1,3,17,40,20,201497,뽕셰프 이봉원 특갈비탕 12팩,60900,27284000,3,농수축,100496,0
1,3,18,0,20,202074,영산포숙성 홍어8팩+무침3통,40900,29976000,3,농수축,100702,0
1,3,18,20,20,202074,영산포숙성 홍어8팩+무침3통,40900,51728000,3,농수축,100702,0
1,3,18,40,20,202074,영산포숙성 홍어8팩+무침3통,40900,67200000,3,농수축,100702,0
1,3,19,0,20,201860,푸마 INNO 심리스 드로즈 (6차),89000,11888000,3,속옷,100610,0
1,3,19,0,20,201861,푸마 INNO 심리스 롱드로즈 (1차),89000,1879000,3,속옷,100610,0
1,3,19,0,20,201865,푸마 NEW 트렁크 패키지,89000,3419000,3,속옷,100610,0
1,3,19,20,20,201860,푸마 INNO 심리스 드로즈 (6차),89000,19216000,3,속옷,100610,0
1,3,19,20,20,201861,푸마 INNO 심리스 롱드로즈 (1차),89000,7147000,3,속옷,100610,0
1,3,19,20,20,201865,푸마 NEW 트렁크 패키지,89000,2252000,3,속옷,100610,0
1,3,19,40,20,201860,푸마 INNO 심리스 드로즈 (6차),89000,40329000,3,속옷,100610,0
1,3,19,40,20,201861,푸마 INNO 심리스 롱드로즈 (1차),89000,4871000,3,속옷,100610,0
1,3,19,40,20,201865,푸마 NEW 트렁크 패키지,89000,4458000,3,속옷,100610,0
1,3,20,0,20,201514,노비타 스마트 비데,189000,41183000,3,생활용품,100501,0
1,3,20,20,20,201514,노비타 스마트 비데,189000,83995000,3,생활용품,100501,0
1,3,20,40,20,201514,노비타 스마트 비데,189000,107418000,3,생활용품,100501,0
1,3,21,0,20,200499, LG 울트라HD TV 55UK6800HNC,1300000,6305000,3,가전,100148,1
1,3,21,0,20,200432, LG 울트라HD TV 55UK6800HNC,1440000,3517000,3,가전,100148,2
1,3,21,0,20,200508, LG 울트라HD TV 65UK6800HNC,1900000,50000,3,가전,100148,1
1,3,21,0,20,200441, LG 울트라HD TV 65UK6800HNC,2130000,20608000,3,가전,100148,2
1,3,21,0,20,200518, LG 울트라HD TV 70UK7400KNA,2700000,6571000,3,가전,100148,1
1,3,21,0,20,200451, LG 울트라HD TV 70UK7400KNA,2990000,7299000,3,가전,100148,2
1,3,21,20,20,200499, LG 울트라HD TV 55UK6800HNC,1300000,9432000,3,가전,100148,1
1,3,21,20,20,200432, LG 울트라HD TV 55UK6800HNC,1440000,10450000,3,가전,100148,2
1,3,21,20,20,200508, LG 울트라HD TV 65UK6800HNC,1900000,9214000,3,가전,100148,1
1,3,21,20,20,200441, LG 울트라HD TV 65UK6800HNC,2130000,50000,3,가전,100148,2
1,3,21,20,20,200518, LG 울트라HD TV 70UK7400KNA,2700000,6596000,3,가전,100148,1
1,3,21,20,20,200451, LG 울트라HD TV 70UK7400KNA,2990000,50000,3,가전,100148,2
1,3,21,40,20,200499, LG 울트라HD TV 55UK6800HNC,1300000,9480000,3,가전,100148,1
1,3,21,40,20,200432, LG 울트라HD TV 55UK6800HNC,1440000,17456000,3,가전,100148,2
1,3,21,40,20,200508, LG 울트라HD TV 65UK6800HNC,1900000,36705000,3,가전,100148,1
1,3,21,40,20,200441, LG 울트라HD TV 65UK6800HNC,2130000,25772000,3,가전,100148,2
1,3,21,40,20,200518, LG 울트라HD TV 70UK7400KNA,2700000,6571000,3,가전,100148,1
1,3,21,40,20,200451, LG 울트라HD TV 70UK7400KNA,2990000,50000,3,가전,100148,2
1,3,22,0,20,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,89900,18030000,3,속옷,100718,0
1,3,22,20,20,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,89900,26566000,3,속옷,100718,0
1,3,22,40,20,202108,로베르타 디 까메리노 올레이스 지퍼브라팬티,89900,42666000,3,속옷,100718,0
1,3,23,0,20,201225,그렉노먼 남성 캐시터치 터틀넥 4종,69900,6925000,3,의류,100377,0
1,3,23,0,20,201231,그렉노먼 여성 캐시터치 터틀넥 4종,69900,15039000,3,의류,100377,0
1,3,23,20,20,201225,그렉노먼 남성 캐시터치 터틀넥 4종,69900,13850000,3,의류,100377,0
1,3,23,20,20,201231,그렉노먼 여성 캐시터치 터틀넥 4종,69900,12274000,3,의류,100377,0
1,3,23,40,20,201225,그렉노먼 남성 캐시터치 터틀넥 4종,69900,18958000,3,의류,100377,0
1,3,23,40,20,201231,그렉노먼 여성 캐시터치 터틀넥 4종,69900,12616000,3,의류,100377,0
1,3,24,0,20,202044,마리노블 밍크 롱코트,499000,11512000,3,의류,100049,0
1,3,24,20,20,202044,마리노블 밍크 롱코트,499000,19019000,3,의류,100049,0
1,3,24,40,20,202044,마리노블 밍크 롱코트,499000,26852000,3,의류,100049,0
1,3,25,0,20,200800,벨라홈 논슬립 옷걸이 세트,29800,9780000,3,생활용품,100229,0
1,3,25,20,20,200800,벨라홈 논슬립 옷걸이 세트,29800,18124000,3,생활용품,100229,0
1,3,25,40,17,200800,벨라홈 논슬립 옷걸이 세트,29800,20974000,3,생활용품,100229,0
