max_temp_scaled,weekly,items,daily,month_category_mean_sales_AMT,price,weekofyear,mcode,accumulated_exposure_time,sim_salesAMT_new,rain_per_hour,time_hour,salesAMT
19.52555657,-0.100313128,1,0.12774552,27110094.63,119000,1,100607,40,11229777.78,0,19,69349000
19.52555657,-0.100313128,1,0.12774552,27110094.63,119000,1,100607,60,11229777.78,0,19,84610000
19.52555657,-0.01147721,2,0.03553095,16204862.75,439000,1,100150,20,24212832.73,0,20,35519000
19.52555657,-0.01147721,2,0.03553095,16204862.75,489000,1,100150,20,29525570.91,0,20,19123000
19.52555657,-0.01147721,2,0.03553095,16204862.75,439000,1,100150,40,24212832.73,0,20,56859000
19.52555657,-0.01147721,2,0.03553095,16204862.75,489000,1,100150,40,29525570.91,0,20,58685000
19.52555657,-0.01147721,2,0.03553095,16204862.75,439000,1,100150,60,24212832.73,0,20,68320000
19.52555657,-0.01147721,2,0.03553095,16204862.75,489000,1,100150,60,29525570.91,0,20,46068000
19.52555657,-0.06717408,1,0.61216791,22871352.15,499000,1,100049,20,41254000,0,21,16362000
19.52555657,-0.06717408,1,0.61216791,22871352.15,499000,1,100049,40,41254000,0,21,53791000
19.52555657,-0.06717408,1,0.61216791,22871352.15,499000,1,100049,60,41254000,0,21,84562000
19.52555657,-0.06717408,1,0.533182968,22871352.15,299000,1,100271,30,22797000,0,22,38067000
19.52555657,-0.06717408,1,0.533182968,22871352.15,299000,1,100271,60,22797000,0,22,77764000
19.52555657,-0.100313128,1,0.334176845,27110094.63,89900,1,100718,20,19072833.33,0,23,23075000
19.52555657,-0.100313128,1,0.334176845,27110094.63,89900,1,100718,40,19072833.33,0,23,39452000
19.52555657,-0.100313128,1,0.334176845,27110094.63,89900,1,100718,60,19072833.33,0,23,60010000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,20,9879714.286,0,24,6082000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,20,11844190.48,0,24,6445000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,40,9879714.286,0,24,11985000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,40,11844190.48,0,24,8491000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,60,9879714.286,0,24,16461000
19.52555657,-0.061928609,2,-0.104543221,22871352.15,69900,1,100377,60,11844190.48,0,24,10641000
19.52555657,-0.044419378,1,-0.443862404,27110094.63,69900,1,100193,20,30175444.44,0,25,9647000
19.52555657,-0.044419378,1,-0.443862404,27110094.63,69900,1,100193,40,30175444.44,0,25,15516000
19.52555657,-0.044419378,1,-0.443862404,27110094.63,69900,1,100193,57.1,30175444.44,0,25,18695000
18.72555657,-0.072768893,1,-0.4581107,30856301.2,29800,1,100229,20,7078000,0,6,9605000
18.72555657,-0.072768893,1,-0.4581107,30856301.2,29800,1,100229,40,7078000,0,6,11265000
18.72555657,-0.072768893,1,-0.4581107,30856301.2,29800,1,100229,60,7078000,0,6,14371000
18.72555657,-0.104576446,1,0.019091778,19176000,69000,1,100315,20,12944666.67,0,7,14944000
18.72555657,-0.104576446,1,0.019091778,19176000,69000,1,100315,40,12944666.67,0,7,25881000
18.72555657,-0.104576446,1,0.019091778,19176000,69000,1,100315,60,12944666.67,0,7,30126000
18.72555657,-0.044419378,1,0.125426597,27110094.63,59000,1,100305,20,14274916.67,0,8,11314000
18.72555657,-0.044419378,1,0.125426597,27110094.63,59000,1,100305,40,14274916.67,0,8,21397000
18.72555657,-0.044419378,1,0.125426597,27110094.63,59000,1,100305,60,14274916.67,0,8,34822000
18.72555657,-0.061928609,1,0.251596545,22871352.15,39900,1,100454,20,44415133.33,0,9,12607000
18.72555657,-0.061928609,1,0.251596545,22871352.15,39900,1,100454,40,44415133.33,0,9,23042000
18.72555657,-0.061928609,1,0.251596545,22871352.15,39900,1,100454,60,44415133.33,0,9,38449000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,20,15689641.03,0,10,7239000
18.72555657,-0.083385523,4,0.232774122,17091819.78,168000,1,100448,20,8993743.59,0,10,8951000
18.72555657,-0.083385523,4,0.232774122,17091819.78,148000,1,100448,20,8951435.897,0,10,2118000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,20,3710487.179,0,10,2262000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,40,15689641.03,0,10,27223000
18.72555657,-0.083385523,4,0.232774122,17091819.78,168000,1,100448,40,8993743.59,0,10,13074000
18.72555657,-0.083385523,4,0.232774122,17091819.78,148000,1,100448,40,8951435.897,0,10,9408000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,40,3710487.179,0,10,4507000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,60,15689641.03,0,10,44478000
18.72555657,-0.083385523,4,0.232774122,17091819.78,168000,1,100448,60,8993743.59,0,10,18925000
18.72555657,-0.083385523,4,0.232774122,17091819.78,148000,1,100448,60,8951435.897,0,10,13024000
18.72555657,-0.083385523,4,0.232774122,17091819.78,158000,1,100448,60,3710487.179,0,10,3368000
18.72555657,-0.061928609,1,0.078251851,22871352.15,299000,1,100271,30,22797000,0,11,29763000
18.72555657,-0.061928609,1,0.078251851,22871352.15,299000,1,100271,60,22797000,0,11,66392000
18.72555657,-0.083385523,4,0.137310171,17091819.78,238000,1,100765,20,10493558.44,0,12,10107000
18.72555657,-0.083385523,4,0.137310171,17091819.78,228000,1,100765,20,15741303.03,0,12,2270000
18.72555657,-0.083385523,4,0.137310171,17091819.78,218000,1,100765,20,7864153.846,0,12,1469000
18.72555657,-0.083385523,4,0.137310171,17091819.78,208000,1,100765,20,5415545.455,0,12,2757000
18.72555657,-0.083385523,4,0.137310171,17091819.78,238000,1,100765,40,10493558.44,0,12,17801000
18.72555657,-0.083385523,4,0.137310171,17091819.78,228000,1,100765,40,15741303.03,0,12,17732000
18.72555657,-0.083385523,4,0.137310171,17091819.78,218000,1,100765,40,7864153.846,0,12,10627000
18.72555657,-0.083385523,4,0.137310171,17091819.78,208000,1,100765,40,5415545.455,0,12,4731000
18.72555657,-0.083385523,4,0.137310171,17091819.78,238000,1,100765,60,10493558.44,0,12,25462000
18.72555657,-0.083385523,4,0.137310171,17091819.78,228000,1,100765,60,15741303.03,0,12,21428000
18.72555657,-0.083385523,4,0.137310171,17091819.78,218000,1,100765,60,7864153.846,0,12,6384000
18.72555657,-0.083385523,4,0.137310171,17091819.78,208000,1,100765,60,5415545.455,0,12,4095000
18.72555657,-0.083795843,1,0.112445088,44839034.93,32900,1,100844,20,38539531.91,0,13,29599000
18.72555657,-0.083795843,1,0.112445088,44839034.93,32900,1,100844,40,38539531.91,0,13,40882000
18.72555657,-0.083795843,1,0.112445088,44839034.93,32900,1,100844,60,38539531.91,0,13,42466000
18.72555657,-0.044419378,1,0.150390113,27110094.63,109000,1,100305,30,24437000,0,14,28456000
18.72555657,-0.044419378,1,0.150390113,27110094.63,109000,1,100305,60,24437000,0,14,56800000
18.72555657,-0.083795843,1,0.153863859,44839034.93,30900,1,100253,20,33518000,0,15,41722000
18.72555657,-0.083795843,1,0.153863859,44839034.93,30900,1,100253,40,33518000,0,15,43167000
18.72555657,-0.083795843,1,0.153863859,44839034.93,30900,1,100253,60,33518000,0,15,70322000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,20,9206333.333,0,16,11931000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,20,15948333.33,0,16,6694000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,40,9206333.333,0,16,16983000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,40,15948333.33,0,16,9744000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,60,9206333.333,0,16,18931000
18.72555657,-0.083795843,2,0.319832723,44839034.93,30900,1,100722,60,15948333.33,0,16,11181000
18.72555657,-0.083795843,1,0.41029763,44839034.93,59900,1,100801,20,39681096.77,0,17,30903000
18.72555657,-0.083795843,1,0.41029763,44839034.93,59900,1,100801,40,39681096.77,0,17,50056000
18.72555657,-0.083795843,1,0.41029763,44839034.93,59900,1,100801,60,39681096.77,0,17,49237000
18.72555657,-0.083385523,1,0.200755957,17091819.78,89800,1,100231,20,26204444.44,0,18,22422000
18.72555657,-0.083385523,1,0.200755957,17091819.78,89800,1,100231,40,26204444.44,0,18,33817000
18.72555657,-0.083385523,1,0.200755957,17091819.78,89800,1,100231,60,26204444.44,0,18,44814000
18.72555657,-0.083795843,1,0.35157438,44839034.93,59900,1,100491,20,66839738.1,0,19,25985000
18.72555657,-0.083795843,1,0.35157438,44839034.93,59900,1,100491,40,66839738.1,0,19,36647000
18.72555657,-0.083795843,1,0.35157438,44839034.93,59900,1,100491,60,66839738.1,0,19,65853000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,20,33589000,0,20,18424000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,20,3860722.222,0,20,422000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,20,3189617.647,0,20,1506000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,40,33589000,0,20,41096000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,40,3860722.222,0,20,2575000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,40,3189617.647,0,20,3660000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,60,33589000,0,20,52885000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,60,3860722.222,0,20,3029000
18.72555657,-0.044419378,3,0.382041875,27110094.63,89000,1,100610,60,3189617.647,0,20,4155000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1409000,1,100155,20,30929463.33,0,21,14485000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1549000,1,100155,20,35404204.55,0,21,11986000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1409000,1,100155,40,30929463.33,0,21,25312000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1549000,1,100155,40,35404204.55,0,21,11960000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1409000,1,100155,60,30929463.33,0,21,21729000
18.72555657,-0.027333938,2,0.298553202,16204862.75,1549000,1,100155,60,35404204.55,0,21,23895000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1300000,1,100148,20,8942660.55,0,22,3177000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1900000,1,100148,20,12253136.36,0,22,13796000
18.72555657,-0.027333938,6,0.432869159,16204862.75,2130000,1,100148,20,11509600,0,22,10329000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1300000,1,100148,40,8942660.55,0,22,3177000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1440000,1,100148,40,10072445.34,0,22,3541000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1900000,1,100148,40,12253136.36,0,22,32123000
18.72555657,-0.027333938,6,0.432869159,16204862.75,2130000,1,100148,40,11509600,0,22,5189000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1300000,1,100148,60,8942660.55,0,22,6305000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1440000,1,100148,60,10072445.34,0,22,6983000
18.72555657,-0.027333938,6,0.432869159,16204862.75,1900000,1,100148,60,12253136.36,0,22,36730000
18.72555657,-0.027333938,6,0.432869159,16204862.75,2130000,1,100148,60,11509600,0,22,15468000
18.72555657,-0.027333938,6,0.432869159,16204862.75,2990000,1,100148,60,11003516.13,0,22,14523000
18.72555657,-0.044419378,1,0.334176845,27110094.63,79900,1,100664,20,24453666.67,0,23,29048000
18.72555657,-0.044419378,1,0.334176845,27110094.63,79900,1,100664,40,24453666.67,0,23,46224000
18.72555657,-0.044419378,1,0.334176845,27110094.63,79900,1,100664,60,24453666.67,0,23,31298000
18.72555657,-0.057391615,2,-0.104543221,22871352.15,39900,1,100346,20,11046600,0,24,7329000
18.72555657,-0.057391615,2,-0.104543221,22871352.15,39900,1,100346,20,5968600,0,24,12050000
18.72555657,-0.057391615,2,-0.104543221,22871352.15,39900,1,100346,40,11046600,0,24,10481000
18.72555657,-0.057391615,2,-0.104543221,22871352.15,39900,1,100346,40,5968600,0,24,22520000
18.72555657,-0.064480057,1,-0.443862404,27110094.63,59000,1,100613,20,32864925.93,0,25,13185000
18.72555657,-0.064480057,1,-0.443862404,27110094.63,59000,1,100613,40,32864925.93,0,25,17348000
18.72555657,-0.064480057,1,-0.443862404,27110094.63,59000,1,100613,57.1,32864925.93,0,25,24910000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,39800,1,100781,20,3922833.333,0,6,2450000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,49800,1,100781,20,6318666.667,0,6,2645000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,39800,1,100781,40,3922833.333,0,6,5609000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,49800,1,100781,40,6318666.667,0,6,3874000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,39800,1,100781,60,3922833.333,0,6,9045000
15.72555657,-0.083072095,2,-0.368597448,17000769.91,49800,1,100781,60,6318666.667,0,6,6162000
15.72555657,-0.104576464,1,-0.321846773,44839034.93,39900,1,100582,20,24649500,0,7,20546000
15.72555657,-0.104576464,1,-0.321846773,44839034.93,39900,1,100582,40,24649500,0,7,26917000
15.72555657,-0.104576464,1,-0.321846773,44839034.93,39900,1,100582,60,24649500,0,7,35153000
15.72555657,-0.136017369,1,0.066002876,37167849.46,79000,1,100774,20,15624666.67,0,8,13665000
15.72555657,-0.136017369,1,0.066002876,37167849.46,79000,1,100774,40,15624666.67,0,8,26788000
15.72555657,-0.136017369,1,0.066002876,37167849.46,79000,1,100774,60,15624666.67,0,8,36208000
15.72555657,-0.083072095,1,0.239271583,17000769.91,39000,1,100600,20,18545583.33,0,9,17518000
15.72555657,-0.083072095,1,0.239271583,17000769.91,39000,1,100600,40,18545583.33,0,9,19488000
15.72555657,-0.083072095,1,0.239271583,17000769.91,39000,1,100600,60,18545583.33,0,9,36253000
15.72555657,-0.064480057,1,0.370081083,27110094.63,109000,1,100305,30,24437000,0,10,32763000
15.72555657,-0.064480057,1,0.370081083,27110094.63,109000,1,100305,60,24437000,0,10,70140000
15.72555657,-0.057391615,1,0.078251851,22871352.15,79000,1,100816,20,19446222.22,0,11,16785000
15.72555657,-0.057391615,1,0.078251851,22871352.15,79000,1,100816,40,19446222.22,0,11,32391000
15.72555657,-0.057391615,1,0.078251851,22871352.15,79000,1,100816,60,19446222.22,0,11,35613000
15.72555657,0.030412354,1,0.333279611,19176000,69000,1,100315,20,12944666.67,0,12,18481000
15.72555657,0.030412354,1,0.333279611,19176000,69000,1,100315,40,12944666.67,0,12,24779000
15.72555657,0.030412354,1,0.333279611,19176000,69000,1,100315,60,12944666.67,0,12,45269000
15.72555657,-0.136017369,1,0.059937028,37167849.46,39800,1,100074,20,57121828.95,0,13,30273000
15.72555657,-0.136017369,1,0.059937028,37167849.46,39800,1,100074,40,57121828.95,0,13,41669000
15.72555657,-0.136017369,1,0.059937028,37167849.46,39800,1,100074,60,57121828.95,0,13,44782000
15.72555657,-0.114400138,1,0.139560087,17091819.78,109800,1,100255,20,12514666.67,0,14,22816000
15.72555657,-0.114400138,1,0.139560087,17091819.78,109800,1,100255,40,12514666.67,0,14,47947000
15.72555657,-0.114400138,1,0.139560087,17091819.78,109800,1,100255,60,12514666.67,0,14,49139000
15.72555657,-0.114400138,4,0.261774292,17091819.78,218000,1,100837,20,17275025.64,0,15,13222000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,20,20430692.31,0,15,9656000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,20,5101282.051,0,15,1530000
15.72555657,-0.114400138,4,0.261774292,17091819.78,198000,1,100837,20,5103702.703,0,15,4272000
15.72555657,-0.114400138,4,0.261774292,17091819.78,218000,1,100837,40,17275025.64,0,15,31827000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,40,20430692.31,0,15,24436000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,40,5101282.051,0,15,5224000
15.72555657,-0.114400138,4,0.261774292,17091819.78,198000,1,100837,40,5103702.703,0,15,6379000
15.72555657,-0.114400138,4,0.261774292,17091819.78,218000,1,100837,60,17275025.64,0,15,16324000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,60,20430692.31,0,15,25184000
15.72555657,-0.114400138,4,0.261774292,17091819.78,208000,1,100837,60,5101282.051,0,15,6693000
15.72555657,-0.114400138,4,0.261774292,17091819.78,198000,1,100837,60,5103702.703,0,15,3576000
15.72555657,-0.104576464,1,0.319832723,44839034.93,59900,1,100832,20,37218238.1,0,16,26611000
15.72555657,-0.104576464,1,0.319832723,44839034.93,59900,1,100832,40,37218238.1,0,16,47757000
15.72555657,-0.104576464,1,0.319832723,44839034.93,59900,1,100832,60,37218238.1,0,16,59853000
15.72555657,-0.104576464,1,0.41029763,44839034.93,60900,1,100496,20,21458000,0,17,16350000
15.72555657,-0.104576464,1,0.41029763,44839034.93,60900,1,100496,40,21458000,0,17,33015000
15.72555657,-0.104576464,1,0.41029763,44839034.93,60900,1,100496,60,21458000,0,17,27284000
15.72555657,-0.104576464,1,0.387050417,44839034.93,40900,1,100702,20,17032800,0,18,29976000
15.72555657,-0.104576464,1,0.387050417,44839034.93,40900,1,100702,40,17032800,0,18,51728000
15.72555657,-0.104576464,1,0.387050417,44839034.93,40900,1,100702,60,17032800,0,18,67200000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,20,3860722.222,0,19,11888000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,20,11661833.33,0,19,1879000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,20,7014833.333,0,19,3419000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,40,3860722.222,0,19,19216000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,40,11661833.33,0,19,7147000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,40,7014833.333,0,19,2252000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,60,3860722.222,0,19,40329000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,60,11661833.33,0,19,4871000
15.72555657,-0.064480057,3,0.12774552,27110094.63,89000,1,100610,60,7014833.333,0,19,4458000
15.72555657,-0.052175291,1,0.55730061,30856301.2,189000,1,100501,20,18343333.33,0,20,41183000
15.72555657,-0.052175291,1,0.55730061,30856301.2,189000,1,100501,40,18343333.33,0,20,83995000
15.72555657,-0.052175291,1,0.55730061,30856301.2,189000,1,100501,60,18343333.33,0,20,107418000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1300000,1,100148,20,8942660.55,0,21,6305000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1440000,1,100148,20,10072445.34,0,21,3517000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2130000,1,100148,20,11509600,0,21,20608000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2700000,1,100148,20,10491482.76,0,21,6571000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2990000,1,100148,20,11003516.13,0,21,7299000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1300000,1,100148,40,8942660.55,0,21,9432000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1440000,1,100148,40,10072445.34,0,21,10450000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1900000,1,100148,40,12253136.36,0,21,9214000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2700000,1,100148,40,10491482.76,0,21,6596000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1300000,1,100148,60,8942660.55,0,21,9480000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1440000,1,100148,60,10072445.34,0,21,17456000
15.72555657,-0.148632402,6,0.298553202,16204862.75,1900000,1,100148,60,12253136.36,0,21,36705000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2130000,1,100148,60,11509600,0,21,25772000
15.72555657,-0.148632402,6,0.298553202,16204862.75,2700000,1,100148,60,10491482.76,0,21,6571000
15.72555657,-0.064480057,1,0.588275586,27110094.63,89900,1,100718,20,19072833.33,0,22,18030000
15.72555657,-0.064480057,1,0.588275586,27110094.63,89900,1,100718,40,19072833.33,0,22,26566000
15.72555657,-0.064480057,1,0.588275586,27110094.63,89900,1,100718,60,19072833.33,0,22,42666000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,20,9879714.286,0,23,6925000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,20,11844190.48,0,23,15039000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,40,9879714.286,0,23,13850000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,40,11844190.48,0,23,12274000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,60,9879714.286,0,23,18958000
15.72555657,-0.057391615,2,0.224260812,22871352.15,69900,1,100377,60,11844190.48,0,23,12616000
15.72555657,-0.060651271,1,-0.104543221,22871352.15,499000,1,100049,20,41254000,0,24,11512000
15.72555657,-0.060651271,1,-0.104543221,22871352.15,499000,1,100049,40,41254000,0,24,19019000
15.72555657,-0.060651271,1,-0.104543221,22871352.15,499000,1,100049,60,41254000,0,24,26852000
15.72555657,-0.102704378,1,-0.44033495,30856301.2,29800,1,100229,20,7078000,0,25,9780000
15.72555657,-0.102704378,1,-0.44033495,30856301.2,29800,1,100229,40,7078000,0,25,18124000
15.72555657,-0.102704378,1,-0.44033495,30856301.2,29800,1,100229,57.1,7078000,0,25,20974000
14.82555657,-0.035936949,1,-0.444478125,19176000,74900,1,100651,20,10693333.33,0,6,10439000
14.82555657,-0.035936949,1,-0.444478125,19176000,74900,1,100651,40,10693333.33,0,6,17055000
14.82555657,-0.035936949,1,-0.444478125,19176000,74900,1,100651,60,10693333.33,0,6,43680000
14.82555657,-0.102704378,1,-0.188410277,30856301.2,49800,1,100226,20,29521000,0,7,10166000
14.82555657,-0.102704378,1,-0.188410277,30856301.2,49800,1,100226,20,29521000,0,7,31092000
14.82555657,-0.102704378,1,-0.188410277,30856301.2,49800,1,100226,40,29521000,0,7,36453000
14.82555657,-0.060947394,1,0.125426597,27110094.63,89900,1,100717,20,43300518.52,0,8,6122000
14.82555657,-0.060947394,1,0.125426597,27110094.63,89900,1,100717,40,43300518.52,0,8,22625000
14.82555657,-0.060947394,1,0.125426597,27110094.63,89900,1,100717,60,43300518.52,0,8,34090000
14.82555657,-0.116415152,4,0.137442451,17091819.78,238000,1,100765,20,10493558.44,0,9,5440000
14.82555657,-0.116415152,4,0.137442451,17091819.78,228000,1,100765,20,15741303.03,0,9,2285000
14.82555657,-0.116415152,4,0.137442451,17091819.78,218000,1,100765,20,7864153.846,0,9,1469000
14.82555657,-0.116415152,4,0.137442451,17091819.78,208000,1,100765,20,5415545.455,0,9,1403000
14.82555657,-0.116415152,4,0.137442451,17091819.78,238000,1,100765,40,10493558.44,0,9,14685000
14.82555657,-0.116415152,4,0.137442451,17091819.78,228000,1,100765,40,15741303.03,0,9,8150000
14.82555657,-0.116415152,4,0.137442451,17091819.78,218000,1,100765,40,7864153.846,0,9,4962000
