mcode,product_name,,
100050,자이언트킹랍스터  (점보1미+골든 2미+ 크래커),FALSE,FALSE
100051,센스톰알파청소기,FALSE,FALSE
100052,스팀큐다리미,FALSE,FALSE
100053,목우촌 1등급 오리로스 18팩,FALSE,FALSE
100054,일시불 한삼인순홍삼진7박스 (백A1),TRUE,FALSE
100054,무이자 한삼인순홍삼진7박스 (백A1),FALSE,TRUE
100055,  뉴트리원 다이어트 구미,FALSE,FALSE
100056,(일)모나코사놀,TRUE,FALSE
100056,(무)모나코사놀,FALSE,TRUE
100057,뉴트리원 다이어트 구미 시즌2,FALSE,FALSE
100058,뉴트리원 비비랩 FOS 프리바이오틱스,FALSE,FALSE
100061,일시불 am마카롱 보냉보온 텀블러세트,TRUE,FALSE
100061,무이자 am마카롱 보냉보온 텀블러세트,TRUE,TRUE
100061,am마카롱 보온병세트,FALSE,TRUE
100062,대동모피 19 F/W 폭스 베스트,FALSE,FALSE
100063,대동모피 패션밍크 후드 롱코트 (19FW),FALSE,FALSE
100064,무이자 아이넥스 솔리드 멀티 식기건조대,TRUE,FALSE
100064,일시불 아이넥스 솔리드 멀티 식기건조대,FALSE,TRUE
100065,무이자 아이넥스 카세로 식기건조대,TRUE,FALSE
100065,일시불 아이넥스 카세로 식기건조대,FALSE,TRUE
100066,아이넥스 프리미엄 올스텐 싱크선반,TRUE,FALSE
100066,무이자 아이넥스 프리미엄 올스텐 싱크선반,TRUE,TRUE
100066,일시불 아이넥스 프리미엄 올스텐 싱크선반,FALSE,TRUE
100067,일시불 캐리어 벽걸이에어컨 6형 ARC06NQT,TRUE,FALSE
100067,무이자 캐리어 벽걸이에어컨 6형 ARC06NQT,TRUE,TRUE
100067,일시불 캐리어 벽걸이에어컨 7형 ARC07VBC,TRUE,TRUE
100067,무이자 캐리어 벽걸이에어컨 7형 ARC07VBC,FALSE,TRUE
100069,칼리베이직 2019 패브릭 백 4종 (시즌 3),TRUE,FALSE
100069,칼리베이직 2019 패브릭 백 4종 (시즌 3) (ARS),FALSE,TRUE
100070,칼리베이직 여성백 3종세트,FALSE,FALSE
100074,비버리힐스폴로클럽 남성기초세트(2018FW골드),TRUE,FALSE
100074,비버리힐스폴로클럽 남성기초세트(골드+플라),TRUE,TRUE
100074,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),TRUE,TRUE
100074,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),FALSE,TRUE
100075,유캐슬 마리노 침실가구 풀세트 (매트리스포함),TRUE,FALSE
100075,유캐슬 마리노 침실가구 실속세트(매트리스X),TRUE,TRUE
100075,유캐슬 마리노 5단 서랍장,TRUE,TRUE
100075,유캐슬 마리노 협탁,TRUE,TRUE
100075,유캐슬 마리노 화장대세트 _화장대+거울,FALSE,TRUE
100076,무)이누스바스 시공패키지,TRUE,FALSE
100076,일)이누스바스 시공패키지,TRUE,TRUE
100076,(일)이누스바스 시공패키지,TRUE,TRUE
100076,(무)이누스바스 시공패키지,FALSE,TRUE
100078,발레리 라이크라 풀커버 컴포트핏 브라패키지(16차),FALSE,FALSE
100079,아키 라이크라 노와이어 브라 컬렉션(뉴아키 23차),FALSE,FALSE
100080,아키 풀커버 라이크라 레이스 패키지(106차),TRUE,FALSE
100080,아키 풀커버 라이크라 레이스 패키지(106차)(랜덤2세트추가),FALSE,TRUE
100081,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),FALSE,FALSE
100083,디베이지 모크넥 니트 티블라우스 5종,FALSE,FALSE
100084,에트로 알마 라운드 크로스백 (1H898-8063),TRUE,FALSE
100084,에트로 아르니카 크로스백 (1H503-2388),TRUE,TRUE
100084,에트로 뉴컬러 숄더백  (1E552),TRUE,TRUE
100084,에트로 아르니카 토트백 (1H963-2734),TRUE,TRUE
100084,에트로 프로푸미 숄더 & 크로스백 (1495-24-192),TRUE,TRUE
100084,에트로 프로푸미 크로스백 (1493-24-192),TRUE,TRUE
100084,에트로 프로푸미  웨이스트백 (333-24-192),FALSE,TRUE
100085, 국내제조 오슬로 IH 프라이팬 세트,FALSE,FALSE
100086,무이자 에코라믹 모던 IH 냄비 세트,TRUE,FALSE
100086,일시불 에코라믹 모던 IH 냄비 세트,FALSE,TRUE
100087,에코라믹 데일리 프라이팬 1+1 세트,TRUE,FALSE
100087,에코라믹 데일리 프라이팬세트,FALSE,TRUE
100088,에코라믹 통주물 스톤 냄비세트,TRUE,FALSE
100088,에코라믹 컬링스톤프라이팬세트,TRUE,TRUE
100088,에코라믹 통주물 스톤 냄비세트 (new),FALSE,TRUE
100089,헤비추얼 여성 이지라이프 데님팬츠 3종,TRUE,FALSE
100089,헤비추얼 남성 이지라이프 데님팬츠 3종,TRUE,TRUE
100089,헤비추얼 남성 썸머 쿨라이프 데님 3종,TRUE,TRUE
100089,헤비추얼 여성 썸머 쿨라이프 데님 3종,TRUE,TRUE
100089,헤비추얼 남성 썸머 쿨라이트 데님 3종,TRUE,TRUE
100089,헤비추얼 여성 썸머 쿨라이트 데님 3종,FALSE,TRUE
100090,헤비추얼 여성 트렌치 맥코트,TRUE,FALSE
100090,헤비추얼 남성 트렌치 맥코트,FALSE,TRUE
100091,467L_딤채김치냉장고,TRUE,FALSE
100091,221L_딤채김치냉장고,TRUE,TRUE
100091,(1등급)467L_딤채김치냉장고,TRUE,TRUE
100091,(1등급)221L_딤채김치냉장고,TRUE,TRUE
100091,(1등급)221L_딤채김치냉장고(LDL22DHWJJ),FALSE,TRUE
100093,[페플럼제이] 19Fall' 소프트 루즈 니트 풀오버 4종,FALSE,FALSE
100094,[페플럼제이] 19Fall' 시그니처 밴딩팬츠 4종,FALSE,FALSE
100095,[페플럼제이] 19Fall' 시그니처 수트+베스트 컬렉션 3종 set,FALSE,FALSE
100096,(일시불) 라니 퍼니쿡 그릴 기본세트,TRUE,FALSE
100096,(무이자) 라니 퍼니쿡 그릴 기본세트,TRUE,TRUE
100096,(일시불) 라니 퍼니쿡 그릴 풀세트,TRUE,TRUE
100096,(무이자) 라니 퍼니쿡 그릴 풀세트,FALSE,TRUE
100097,올리고 가스와이드그릴레인지 프리미엄형,TRUE,FALSE
100097,올리고 가스와이드그릴레인지 기본형,TRUE,TRUE
100097,일시불 올리고 가스와이드그릴  프리미엄형,TRUE,TRUE
100097,무이자 올리고 가스와이드그릴레인지 프리미엄형,TRUE,TRUE
100097,(일시불) 올리고 가스와이드그릴레인지 프리미엄형,TRUE,TRUE
100097,(무이자) 올리고 가스와이드그릴레인지 프리미엄형,FALSE,TRUE
100098,[라쉬반］FC바로셀로나 에디션 드로즈SET,FALSE,FALSE
100099,라쉬반 뉴트로 에어 에디션 드로즈 패키지,TRUE,FALSE
100099,라쉬반 레알마드리드 에디션 드로즈 패키지,TRUE,TRUE
100099,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),TRUE,TRUE
100099,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),FALSE,TRUE
100100,락앤락 비스프리 온더테이블 밀폐용기세트,FALSE,FALSE
100101,일시불  락앤락 블랙우드 칼블럭7종+키친툴7종,TRUE,FALSE
100101,무이자 락앤락 블랙우드 칼블럭7종+키친툴7종,FALSE,TRUE
100102,일시불 락앤락 유로오븐글라스 세트,TRUE,FALSE
100102,무이자 락앤락 유로오븐글라스 세트,FALSE,TRUE
100103,무이자 서장훈의 락앤락 칼도마 살균블럭,TRUE,FALSE
100103,일시불 서장훈의 락앤락 칼도마 살균블럭,FALSE,TRUE
100104,일시불 오스터 멀티 텀블러블랜더,TRUE,FALSE
100104,무이자 오스터 멀티  텀블러 블랜더,FALSE,TRUE
100107,르까프 남성 핫멜트 덕다운 트랙 3종,TRUE,FALSE
100107,르까프 여성 핫멜트 덕다운 트랙 3종,FALSE,TRUE
100109,어반시크릿 썸머 풀코디 3종세트,FALSE,FALSE
100111,리앤 헤링본 러그 카페트 점보특대형,TRUE,FALSE
100111,리앤 헤링본 러그 카페트 특대형,TRUE,TRUE
100111,리앤 헤링본 러그 카페트 대형,FALSE,TRUE
100112,리앤코리아 순면 볼륨 카페트 세트(중형),TRUE,FALSE
100112,리앤코리아 순면 볼륨 카페트 세트(대형),TRUE,TRUE
100112,리앤코리아 순면 볼륨 카페트 세트(특대형),FALSE,TRUE
100113,무이자 리큅 블렌더 RPM CUBE,TRUE,FALSE
100113,일시불 리큅 블렌더 RPM CUBE,FALSE,TRUE
100114,통뼈 감자탕 8팩,FALSE,FALSE
100115,일시불 메디컬드림 롤링마사지기 (KMD-970),TRUE,FALSE
100115,무이자 메디컬드림 롤링마사지기 (KMD-970),FALSE,TRUE
100117,델첸  4in1 텀블러블랜더,FALSE,FALSE
100118,미바 이온칼슘 파운데이션 더블쿠션 RX,FALSE,FALSE
100124,헤스떼벨 웜 업 란쥬쉐이퍼,FALSE,FALSE
100125,네페르티티 유기농 퀸 석류즙 6박스,FALSE,FALSE
100126,퀸메이드 제로 청소기,FALSE,FALSE
100127,뱅뱅 남성 봄 데님팬츠 3종,TRUE,FALSE
100127,뱅뱅 여성 봄 데님팬츠 3종,TRUE,TRUE
100127,뱅뱅 남성 아웃도어 팬츠3종(2019 S/S),TRUE,TRUE
100127,뱅뱅 여성 아웃도어 팬츠3종(2019 S/S),TRUE,TRUE
100127,"뱅뱅 여성 간절기 데님팬츠 3종(KQE251, KQE253, KQE255)",TRUE,TRUE
100127,"뱅뱅 남성 간절기 데님팬츠 3종(GQE772, GQE774, GQE776)",FALSE,TRUE
100128,뱅뱅 남성 구스다운 2종,TRUE,FALSE
100128,뱅뱅 여성 구스다운 2종,TRUE,TRUE
100128,뱅뱅 남성 구스다운 2종(ARS),TRUE,TRUE
100128,뱅뱅 여성 구스다운 2종(ARS),FALSE,TRUE
100129,뱅뱅 남성 기모데님3종,TRUE,FALSE
100129,뱅뱅 여성 기모데님3종,TRUE,TRUE
100129,뱅뱅 남성 본딩기모데님3종,TRUE,TRUE
100129,뱅뱅 여성 본딩기모데님3종,TRUE,TRUE
100129,뱅뱅 여성 벨로아기모밴딩팬츠,FALSE,TRUE
100130,뱅뱅 남성 썸머 데님팬츠 3종(2019 S/S),TRUE,FALSE
100130,뱅뱅 여성 썸머 데님팬츠 3종(2019 S/S),FALSE,TRUE
100131,뱅뱅 남성 아웃도어 팬츠3종(2018 S/S),TRUE,FALSE
100131,뱅뱅 여성 아웃도어 팬츠3종(2018 S/S),FALSE,TRUE
100132,뱅뱅 남성 크롭 아웃도어 팬츠3종(2019 S/S),TRUE,FALSE
100132,뱅뱅 여성 크롭 아웃도어 팬츠3종(2019 S/S),FALSE,TRUE
100134,까사마루행거 2단,TRUE,FALSE
100134,까사마루 멀티행거 1세트,TRUE,TRUE
100134,까사마루 멀티행거 2세트,FALSE,TRUE
100135,까사마루 접이식 테이블 세트,TRUE,FALSE
100135,까사마루 접이식 테이블 세트(1+1세트),TRUE,TRUE
100135,까사마루 접이식 의자,TRUE,TRUE
100135,까사마루 접이식 벤치 의자(2인),FALSE,TRUE
100136,1+1보국미니히터(화이트+화이트 )BKH-1083P+BKH-1083P,TRUE,FALSE
100136,1+1보국미니히터(화이트+레드)BKH-1083P +BKH-1083PR,TRUE,TRUE
100136,한세트 보국미니히터(BKH-1083P/ BKH-1083PR),FALSE,TRUE
100139,보몽드 샐비어 시어서커 리플 침구세트 SS,TRUE,FALSE
100139,보몽드 샐비어 시어서커 리플 침구세트 Q,TRUE,TRUE
100139,보몽드 샐비어 시어서커 리플 침구세트 K,TRUE,TRUE
100139,보몽드 엘사 자수 쿨 시어서커 침구세트 SS,TRUE,TRUE
100139,보몽드 엘사 자수 쿨 시어서커 침구세트 Q,TRUE,TRUE
100139,보몽드 엘사 자수 쿨 시어서커 침구세트 K,TRUE,TRUE
100139,보몽드 엘사 자수 쿨 시어서커 침구세트 SK(슈퍼킹),FALSE,TRUE
100140,보몽드 순면60수 피그먼트워싱 침구세트 SS,TRUE,FALSE
100140,보몽드 순면60수 피그먼트워싱 침구세트 Q,TRUE,TRUE
100140,보몽드 순면60수 피그먼트워싱 침구세트 K,FALSE,TRUE
100142,보몽드 엘리 소프트플란넬 침구세트 SK(슈퍼킹),TRUE,FALSE
100142,보몽드 엘리 소프트플란넬 침구세트 K(킹),TRUE,TRUE
100142,보몽드 엘리 소프트플란넬 침구세트 Q(퀸),TRUE,TRUE
100142,보몽드 엘리 소프트플란넬 침구세트 SS(슈퍼싱글),FALSE,TRUE
100143,보몽드 카밀라 더블착번극세사 토퍼침구세트 SK(슈퍼킹),TRUE,FALSE
100143,보몽드 카밀라 더블착번극세사 토퍼침구세트 K(킹),TRUE,TRUE
100143,보몽드 카밀라 더블착번극세사 토퍼침구세트 Q(퀸),TRUE,TRUE
100143,보몽드 카밀라 더블착번극세사 토퍼침구세트 SS(슈퍼싱글),FALSE,TRUE
100144,보몽드 클라라 소프트플란넬 침구세트 SK(슈퍼킹),TRUE,FALSE
100144,보몽드 클라라 소프트플란넬 침구세트 K(킹),TRUE,TRUE
100144,보몽드 클라라 소프트플란넬 침구세트 Q(퀸),TRUE,TRUE
100144,보몽드 클라라 소프트플란넬 침구세트 SS(슈퍼싱글),FALSE,TRUE
100145,보몽드 헤르만 착번아웃 극세사 침구세트 SK(슈퍼킹),TRUE,FALSE
100145,보몽드 헤르만 착번아웃 극세사 침구세트 K(킹),TRUE,TRUE
100145,보몽드 헤르만 착번아웃 극세사 침구세트 Q(퀸),TRUE,TRUE
100145,보몽드 헤르만 착번아웃 극세사 침구세트 SS(슈퍼싱글),FALSE,TRUE
100146,일시불 브람스안마의자 럭셔리,TRUE,FALSE
100146,무이자 브람스안마의자 럭셔리,FALSE,TRUE
100147,블루콤 데시벨 블루투스이어폰 BCS-S1000,TRUE,FALSE
100147,블루콤 데시벨 블루투스이어폰 BCS-A1,FALSE,TRUE
100148,일시불 LG 울트라HD TV 55UK6800HNC,TRUE,FALSE
100148,무이자 LG 울트라HD TV 55UK6800HNC,TRUE,TRUE
100148,일시불 LG 울트라HD TV 65UK6800HNC,TRUE,TRUE
100148,무이자 LG 울트라HD TV 65UK6800HNC,TRUE,TRUE
100148,일시불 LG 울트라HD TV 70UK7400KNA,TRUE,TRUE
100148,무이자 LG 울트라HD TV 70UK7400KNA,TRUE,TRUE
100148,일시불 LG 울트라HD TV 70UK6800HNC,TRUE,TRUE
100148,무이자 LG 울트라HD TV 70UK6800HNC,TRUE,TRUE
100148,일시불 LG 울트라HD TV 75UK6200KNB,TRUE,TRUE
100148,무이자 LG 울트라HD TV 75UK6200KNB,TRUE,TRUE
100148,(삼성카드 6월 5%)무이자 LG 울트라HD TV 75UK6200KNB,TRUE,TRUE
100148,일시불 LG 울트라HD TV 75UK7400KNA,TRUE,TRUE
100148,무이자 LG 울트라HD TV 75UK7400KNA,TRUE,TRUE
100148,일시불 LG 울트라HD TV 55UM7900BNA,TRUE,TRUE
100148,무이자 LG 울트라HD TV 55UM7900BNA,TRUE,TRUE
100148,일시불 LG 울트라HD TV 65UM7900BNA,TRUE,TRUE
100148,무이자 LG 울트라HD TV 65UM7900BNA,TRUE,TRUE
100148,일시불 LG 울트라HD TV 75UM7900BNA,TRUE,TRUE
100148,무이자 LG 울트라HD TV 75UM7900BNA,TRUE,TRUE
100148,LG 울트라HD TV 55UM7900BNA,TRUE,TRUE
100148,LG 울트라HD TV 65UM7900BNA,TRUE,TRUE
100148,LG 울트라HD TV 75UM7900BNA,FALSE,TRUE
100149,일시불 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),TRUE,FALSE
100149,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ2(2in1),TRUE,TRUE
100149,LG 휘센 에어컨 위너 FQ17V9WWA1(스탠드),TRUE,TRUE
100149,무이자 LG 휘센 에어컨 위너 FQ17V8WWJ1(스탠드),TRUE,TRUE
100149,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,TRUE,TRUE
100149,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,TRUE,TRUE
100149,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,TRUE,TRUE
100149,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,TRUE,TRUE
100149,일시불 LG 휘센 싱큐 에어컨 2IN1형 FQ19V9KWA2,TRUE,TRUE
100149,무이자 LG 휘센 싱큐 에어컨 2IN1형 FQ19V9KWA2,TRUE,TRUE
100149,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ19V9KWA1,TRUE,TRUE
100149,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ19V9KWA1,FALSE,TRUE
100150,일시불 LG 통돌이 세탁기,TRUE,FALSE
100150,무이자 LG 통돌이 세탁기,TRUE,TRUE
100150,LG전자 통돌이 세탁기 TR14WK1(화이트),FALSE,TRUE
100151,일시불 LG 노트북 그램 15인치 15Z980-L.AR1DK,TRUE,FALSE
100151,무이자 LG 노트북 그램 15인치 15Z980-L.AR1DK,TRUE,TRUE
100151,일시불 LG 노트북 그램 15인치 15Z980-G.AR3DK,TRUE,TRUE
100151,무이자 LG 노트북 그램 15인치 15Z980-G.AR3DK,FALSE,TRUE
100152,일시불 LG 코드제로 무선청소기 A950 (A958IA) 더블팩,TRUE,FALSE
100152,무이자 LG 코드제로 무선청소기 A950 (A958IA) 더블팩,TRUE,TRUE
100152,일시불 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,TRUE,TRUE
100152,무이자 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,TRUE,TRUE
100152,일시불 LG 코드제로 무선청소기 A930 (A938RA)싱글팩,TRUE,TRUE
100152,무이자 LG 코드제로 무선청소기 A930 (A938RA)싱글팩,TRUE,TRUE
100152,일시불 LG전자 코드제로 청소기 A978SA.AKOR,TRUE,TRUE
100152,무이자 LG전자 코드제로 청소기 A978SA.AKOR,FALSE,TRUE
100153,일시불 LG 퓨리케어 공기청정기 AS281DAW,TRUE,FALSE
100153,무이자 LG 퓨리케어 공기청정기 AS281DAW,TRUE,TRUE
100153,일시불 LG 퓨리케어 공기청정기 AS181DAW,TRUE,TRUE
100153,무이자 LG 퓨리케어 공기청정기 AS181DAW,TRUE,TRUE
100153,일시불 LG전자 휴대용 퓨리케어 미니 공청기,TRUE,TRUE
100153,무이자 LG전자 휴대용 퓨리케어 미니 공청기,FALSE,TRUE
100154,일시불 LG스타일러 의류관리기  (5벌)S5BB,TRUE,FALSE
100154,무이자 LG스타일러 의류관리기  (5벌)S5BB,TRUE,TRUE
100154,일시불 LG스타일러 의류관리기,TRUE,TRUE
100154,무이자 LG스타일러 의류관리기,FALSE,TRUE
100155,일시불 LG전자 매직스페이스 냉장고,TRUE,FALSE
100155,무이자 LG전자 매직스페이스 냉장고,TRUE,TRUE
100155,일시불 LG전자 노크온 매직스페이스 냉장고 S831SN75,TRUE,TRUE
100155,무이자 LG전자 노크온 매직스페이스 냉장고 S831SN75,FALSE,TRUE
100156,일시불 LG전자 로보킹 터보 R46RIM,TRUE,FALSE
100156,무이자 LG전자 로보킹 터보 R46RIM,FALSE,TRUE
100157,일시불 LG트롬 건조기 16kg RH16WN(화이트),TRUE,FALSE
100157,무이자 LG트롬 건조기 16kg RH16WN(화이트),TRUE,TRUE
100157,일시불 LG트롬 건조기 14kg RH14VN(실버),TRUE,TRUE
100157,무이자 LG트롬 건조기 14kg RH14VN(실버),TRUE,TRUE
100157,일시불 LG트롬 건조기 14kg RH14WN(화이트),TRUE,TRUE
100157,무이자 LG트롬 건조기 14kg RH14WN(화이트),FALSE,TRUE
100158,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,FALSE,FALSE
100161,시스마르스 플렉시블 웨지 펌프스,FALSE,FALSE
100162,트레스패스 여성 다이얼 트레킹화 세트,TRUE,FALSE
100162,트레스패스 남성 다이얼 트레킹화 세트,FALSE,TRUE
100163,트레스패스 남성 다이얼락 방한화 + 기모 워킹화 2종,TRUE,FALSE
100163,트레스패스 여성 다이얼락 방한화 + 기모 워킹화 2종,FALSE,TRUE
100164,트레스패스 남성 에어 워킹화 + 러닝화 2종,TRUE,FALSE
100164,트레스패스 여성 에어 워킹화 + 러닝화 2종,FALSE,TRUE
100165,명인 김규흔의 영양 강정바 60개+무료체험5개,FALSE,FALSE
100166,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),TRUE,FALSE
100166,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),TRUE,TRUE
100166,영광 生 모시떡 130개(동부기피80개+검정깨50개),FALSE,TRUE
100167,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),TRUE,FALSE
100167,"유귀열의 The 귀한 갓김치3kg+열무김치3kg, 총6kg",TRUE,TRUE
100167,"유귀열의 The 귀한 갓김치4kg+오이소박이2kg, 총6kg",FALSE,TRUE
100168,유귀열의 The 귀한 꼬리곰탕 8팩,FALSE,FALSE
100169,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,FALSE,FALSE
100170,유귀열의 The 귀한 치마살,FALSE,FALSE
100171,유귀열의 The 귀한 한우 한판 12팩,FALSE,FALSE
100172,유귀열의 The귀한 소한마리찜 7팩+무료체험1팩,TRUE,FALSE
100172,"유귀열의 The귀한 소한마리세트 8팩(찜+탕),무료체험1팩포함",FALSE,TRUE
100173,제옥스  남성 가죽 스니커즈,TRUE,FALSE
100173,제옥스  여성 어글리스니커즈,TRUE,TRUE
100173,제옥스  남성 가죽 스니커즈(V),TRUE,TRUE
100173,제옥스  여성 어글리스니커즈(V),FALSE,TRUE
100174,일)자미코코 3단 매트릭스 싱글,TRUE,FALSE
100174,일)자미코코 3단 매트릭스 더블,TRUE,TRUE
100174,무)자미코코 3단 매트릭스 싱글,TRUE,TRUE
