방송일시,노출(분),마더코드,상품코드,상품명,상품군,판매단가, 취급액 
2019-01-02 7:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","14,944,000"
2019-01-02 7:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","25,881,000"
2019-01-02 7:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","30,126,000"
2019-01-02 8:00,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,"59,000","11,314,000"
2019-01-02 8:20,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,"59,000","21,397,000"
2019-01-02 8:40,20,100305,200974,오모떼 레이스 파운데이션 브라,속옷,"59,000","34,822,000"
2019-01-02 9:00,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,"39,900","12,607,000"
2019-01-02 9:20,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,"39,900","23,042,000"
2019-01-02 9:40,20,100454,201409,NNF 쿠션퍼자켓+베스트,의류,"39,900","38,449,000"
2019-01-02 10:00,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,"158,000","7,239,000"
2019-01-02 10:00,20,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","8,951,000"
2019-01-02 10:00,20,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"148,000","2,118,000"
2019-01-02 10:00,20,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"158,000","2,262,000"
2019-01-02 10:20,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,"158,000","27,223,000"
2019-01-02 10:20,20,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","13,074,000"
2019-01-02 10:20,20,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"148,000","9,408,000"
2019-01-02 10:20,20,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"158,000","4,507,000"
2019-01-02 10:40,20,100448,202098,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,"158,000","44,478,000"
2019-01-02 10:40,20,100448,202093,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,"168,000","18,925,000"
2019-01-02 10:40,20,100448,202100,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"148,000","13,024,000"
2019-01-02 10:40,20,100448,202095,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,"158,000","3,368,000"
2019-01-02 11:00,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,"299,000","29,763,000"
2019-01-02 11:30,30,100271,200896,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,"299,000","66,392,000"
2019-01-02 12:00,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"238,000","10,107,000"
2019-01-02 12:00,20,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"228,000","2,270,000"
2019-01-02 12:00,20,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"218,000","1,469,000"
2019-01-02 12:00,20,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"208,000","2,757,000"
2019-01-02 12:20,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"238,000","17,801,000"
2019-01-02 12:20,20,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"228,000","17,732,000"
2019-01-02 12:20,20,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"218,000","10,627,000"
2019-01-02 12:20,20,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"208,000","4,731,000"
2019-01-02 12:40,20,100765,202230,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"238,000","25,462,000"
2019-01-02 12:40,20,100765,202238,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,"228,000","21,428,000"
2019-01-02 12:40,20,100765,202229,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"218,000","6,384,000"
2019-01-02 12:40,20,100765,202237,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,"208,000","4,095,000"
2019-01-02 13:00,20,100844,202491,하늘내린 용대리황태10미,농수축,"32,900","29,599,000"
2019-01-02 13:20,20,100844,202491,하늘내린 용대리황태10미,농수축,"32,900","40,882,000"
2019-01-02 13:40,20,100844,202491,하늘내린 용대리황태10미,농수축,"32,900","42,466,000"
2019-01-02 14:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,"109,000","28,456,000"
2019-01-02 14:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,"109,000","56,800,000"
2019-01-02 15:00,20,100253,200864,안동간고등어 20팩,농수축,"30,900","41,722,000"
2019-01-02 15:20,20,100253,200864,안동간고등어 20팩,농수축,"30,900","43,167,000"
2019-01-02 15:40,20,100253,200864,안동간고등어 20팩,농수축,"30,900","70,322,000"
2019-01-02 16:00,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,"30,900","11,931,000"
2019-01-02 16:00,20,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,"30,900","6,694,000"
2019-01-02 16:20,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,"30,900","16,983,000"
2019-01-02 16:20,20,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,"30,900","9,744,000"
2019-01-02 16:40,20,100722,202113,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,"30,900","18,931,000"
2019-01-02 16:40,20,100722,202112,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,"30,900","11,181,000"
2019-01-02 17:00,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,"59,900","30,903,000"
2019-01-02 17:20,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,"59,900","50,056,000"
2019-01-02 17:40,20,100801,202365,바다먹자 국내산 손질꽃게 7팩,농수축,"59,900","49,237,000"
2019-01-02 18:00,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,"89,800","22,422,000"
2019-01-02 18:20,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,"89,800","33,817,000"
2019-01-02 18:40,20,100231,200819,키친플라워 대용량 디지털 에어프라이어 5L,주방,"89,800","44,814,000"
2019-01-02 19:00,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,"59,900","25,985,000"
2019-01-02 19:20,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,"59,900","36,647,000"
2019-01-02 19:40,20,100491,201483,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,"59,900","65,853,000"
2019-01-02 20:00,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,"89,000","18,424,000"
2019-01-02 20:00,20,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,"89,000","422,000"
2019-01-02 20:00,20,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,"89,000","1,506,000"
2019-01-02 20:20,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,"89,000","41,096,000"
2019-01-02 20:20,20,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,"89,000","2,575,000"
2019-01-02 20:20,20,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,"89,000","3,660,000"
2019-01-02 20:40,20,100610,201901,푸마 코튼 라이크라 드로즈 12종,속옷,"89,000","52,885,000"
2019-01-02 20:40,20,100610,201862,푸마 INNO 심리스 롱드로즈 7종,속옷,"89,000","3,029,000"
2019-01-02 20:40,20,100610,201880,푸마 드라이셀라인 뉴 런닝 9종,속옷,"89,000","4,155,000"
2019-01-02 21:00,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","14,485,000"
2019-01-02 21:00,20,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","11,986,000"
2019-01-02 21:20,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","25,312,000"
2019-01-02 21:20,20,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","11,960,000"
2019-01-02 21:40,20,100155,200554,일시불 LG전자 매직스페이스 냉장고,가전,"1,409,000","21,729,000"
2019-01-02 21:40,20,100155,200487,무이자 LG전자 매직스페이스 냉장고,가전,"1,549,000","23,895,000"
2019-01-02 22:00,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","3,177,000"
2019-01-02 22:00,20,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,440,000","50,000"
2019-01-02 22:00,20,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,900,000","13,796,000"
2019-01-02 22:00,20,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,"2,130,000","10,329,000"
2019-01-02 22:00,20,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,700,000","50,000"
2019-01-02 22:00,20,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,990,000","50,000"
2019-01-02 22:20,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","3,177,000"
2019-01-02 22:20,20,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,440,000","3,541,000"
2019-01-02 22:20,20,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,900,000","32,123,000"
2019-01-02 22:20,20,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,"2,130,000","5,189,000"
2019-01-02 22:20,20,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,700,000","50,000"
2019-01-02 22:20,20,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,990,000","50,000"
2019-01-02 22:40,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","6,305,000"
2019-01-02 22:40,20,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,440,000","6,983,000"
2019-01-02 22:40,20,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,900,000","36,730,000"
2019-01-02 22:40,20,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,"2,130,000","15,468,000"
2019-01-02 22:40,20,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,700,000","50,000"
2019-01-02 22:40,20,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,990,000","14,523,000"
2019-01-02 23:00,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,"79,900","29,048,000"
2019-01-02 23:20,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,"79,900","46,224,000"
2019-01-02 23:40,20,100664,202004,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,"79,900","31,298,000"
2019-01-03 0:00,20,100346,201072,테이트 남성 셀린니트3종,의류,"39,900","7,329,000"
2019-01-03 0:00,20,100346,201079,테이트 여성 셀린니트3종,의류,"39,900","12,050,000"
2019-01-03 0:20,20,100346,201072,테이트 남성 셀린니트3종,의류,"39,900","10,481,000"
2019-01-03 0:20,20,100346,201079,테이트 여성 셀린니트3종,의류,"39,900","22,520,000"
2019-01-03 1:00,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,"59,000","13,185,000"
2019-01-03 1:20,20,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,"59,000","17,348,000"
2019-01-03 1:40,17,100613,201894,푸마 웜셀 기모 치마레깅스 3종,속옷,"59,000","24,910,000"
2019-01-03 6:00,20,100781,202292,에펨 여성 미들퍼부츠,잡화,"39,800","2,450,000"
2019-01-03 6:00,20,100781,202285,에펨 남성 미들퍼부츠,잡화,"49,800","2,645,000"
2019-01-03 6:20,20,100781,202292,에펨 여성 미들퍼부츠,잡화,"39,800","5,609,000"
2019-01-03 6:20,20,100781,202285,에펨 남성 미들퍼부츠,잡화,"49,800","3,874,000"
2019-01-03 6:40,20,100781,202292,에펨 여성 미들퍼부츠,잡화,"39,800","9,045,000"
2019-01-03 6:40,20,100781,202285,에펨 남성 미들퍼부츠,잡화,"49,800","6,162,000"
2019-01-03 7:00,20,100582,201788,천연담아 명품다시팩 100포,농수축,"39,900","20,546,000"
2019-01-03 7:20,20,100582,201788,천연담아 명품다시팩 100포,농수축,"39,900","26,917,000"
2019-01-03 7:40,20,100582,201788,천연담아 명품다시팩 100포,농수축,"39,900","35,153,000"
2019-01-03 8:00,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,"79,000","13,665,000"
2019-01-03 8:20,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,"79,000","26,788,000"
2019-01-03 8:40,20,100774,202261,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,"79,000","36,208,000"
2019-01-03 9:00,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,"39,000","17,518,000"
2019-01-03 9:20,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,"39,000","19,488,000"
2019-01-03 9:40,20,100600,201840,로베르타 디 까메리노 노벨라백 2종,잡화,"39,000","36,253,000"
2019-01-03 10:00,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,"109,000","32,763,000"
2019-01-03 10:30,30,100305,200970,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,"109,000","70,140,000"
2019-01-03 11:00,20,100816,202404,보코 리버시블 무스탕,의류,"79,000","16,785,000"
2019-01-03 11:20,20,100816,202404,보코 리버시블 무스탕,의류,"79,000","32,391,000"
2019-01-03 11:40,20,100816,202404,보코 리버시블 무스탕,의류,"79,000","35,613,000"
2019-01-03 12:00,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","18,481,000"
2019-01-03 12:20,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","24,779,000"
2019-01-03 12:40,20,100315,201002,(직매입) 종근당건강 아이클리어 루테인,건강기능,"69,000","45,269,000"
2019-01-03 13:00,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,"39,800","30,273,000"
2019-01-03 13:20,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,"39,800","41,669,000"
2019-01-03 13:40,20,100074,200197,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,"39,800","44,782,000"
2019-01-03 14:00,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","22,816,000"
2019-01-03 14:20,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","47,947,000"
2019-01-03 14:40,20,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,"109,800","49,139,000"
2019-01-03 15:00,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,"218,000","13,222,000"
2019-01-03 15:00,20,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,"208,000","9,656,000"
2019-01-03 15:00,20,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,"208,000","1,530,000"
2019-01-03 15:00,20,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,"198,000","4,272,000"
2019-01-03 15:20,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,"218,000","31,827,000"
2019-01-03 15:20,20,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,"208,000","24,436,000"
2019-01-03 15:20,20,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,"208,000","5,224,000"
2019-01-03 15:20,20,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,"198,000","6,379,000"
2019-01-03 15:40,20,100837,202455,(도냄)무이자 쿠쿠전기밥솥 10인용,주방,"218,000","16,324,000"
2019-01-03 15:40,20,100837,202458,(도냄)일시불 쿠쿠전기밥솥 10인용,주방,"208,000","25,184,000"
2019-01-03 15:40,20,100837,202456,(도냄)무이자 쿠쿠전기밥솥 6인용,주방,"208,000","6,693,000"
2019-01-03 15:40,20,100837,202457,(도냄)일시불  쿠쿠전기밥솥 6인용,주방,"198,000","3,576,000"
2019-01-03 16:00,20,100832,202444,청정수산 완도활전복 35미,농수축,"59,900","26,611,000"
2019-01-03 16:20,20,100832,202444,청정수산 완도활전복 35미,농수축,"59,900","47,757,000"
2019-01-03 16:40,20,100832,202444,청정수산 완도활전복 35미,농수축,"59,900","59,853,000"
2019-01-03 17:00,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,"60,900","16,350,000"
2019-01-03 17:20,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,"60,900","33,015,000"
2019-01-03 17:40,20,100496,201497,뽕셰프 이봉원 특갈비탕 12팩,농수축,"60,900","27,284,000"
2019-01-03 18:00,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,"40,900","29,976,000"
2019-01-03 18:20,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,"40,900","51,728,000"
2019-01-03 18:40,20,100702,202074,영산포숙성 홍어8팩+무침3통,농수축,"40,900","67,200,000"
2019-01-03 19:00,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,"89,000","11,888,000"
2019-01-03 19:00,20,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,"89,000","1,879,000"
2019-01-03 19:00,20,100610,201865,푸마 NEW 트렁크 패키지,속옷,"89,000","3,419,000"
2019-01-03 19:20,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,"89,000","19,216,000"
2019-01-03 19:20,20,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,"89,000","7,147,000"
2019-01-03 19:20,20,100610,201865,푸마 NEW 트렁크 패키지,속옷,"89,000","2,252,000"
2019-01-03 19:40,20,100610,201860,푸마 INNO 심리스 드로즈 (6차),속옷,"89,000","40,329,000"
2019-01-03 19:40,20,100610,201861,푸마 INNO 심리스 롱드로즈 (1차),속옷,"89,000","4,871,000"
2019-01-03 19:40,20,100610,201865,푸마 NEW 트렁크 패키지,속옷,"89,000","4,458,000"
2019-01-03 20:00,20,100501,201514,노비타 스마트 비데,생활용품,"189,000","41,183,000"
2019-01-03 20:20,20,100501,201514,노비타 스마트 비데,생활용품,"189,000","83,995,000"
2019-01-03 20:40,20,100501,201514,노비타 스마트 비데,생활용품,"189,000","107,418,000"
2019-01-03 21:00,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","6,305,000"
2019-01-03 21:00,20,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,440,000","3,517,000"
2019-01-03 21:00,20,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,900,000","50,000"
2019-01-03 21:00,20,100148,200441,무이자 LG 울트라HD TV 65UK6800HNC,가전,"2,130,000","20,608,000"
2019-01-03 21:00,20,100148,200518,일시불 LG 울트라HD TV 70UK7400KNA,가전,"2,700,000","6,571,000"
2019-01-03 21:00,20,100148,200451,무이자 LG 울트라HD TV 70UK7400KNA,가전,"2,990,000","7,299,000"
2019-01-03 21:20,20,100148,200499,일시불 LG 울트라HD TV 55UK6800HNC,가전,"1,300,000","9,432,000"
2019-01-03 21:20,20,100148,200432,무이자 LG 울트라HD TV 55UK6800HNC,가전,"1,440,000","10,450,000"
2019-01-03 21:20,20,100148,200508,일시불 LG 울트라HD TV 65UK6800HNC,가전,"1,900,000","9,214,000"
